POID,OrderDateKey,OrderDate,SupplierID,ProductID,Status,ApprovalStatus,Currency,IncoTerms,PortOfLoading,OrderedQty,ReceivedQty,receipt_rate,UnitCost_USD,TotalCost_USD,FreightCost_USD,ExchangeRate,ExpectedDeliveryDate,ActualDeliveryDate,expected_lead_time_days,actual_lead_time_days,is_late_delivery,_gold_built_at
PO000318,20220515,2022-05-15,SUP0014,PRD0025,Fully Received,Approved,EUR,EXW,Shanghai,2700.0,2700.0,1.0,492.92,1330884.0,12834.45,1.0,2022-07-05,2022-07-07,51.0,53.0,1.0,2026-06-24 00:14:59.277238
PO000319,20231221,2023-12-21,SUP0019,PRD0004,Fully Received,Rejected,SEK,CIF,Shanghai,3206.0,3206.0,1.0,1524.79,4888476.74,3565.15,1.0,2024-01-13,2024-01-18,23.0,28.0,1.0,2026-06-24 00:14:59.277238
PO000320,20240222,2024-02-22,SUP0008,PRD0036,Fully Received,Approved,CAD,FOB,Shanghai,2802.0,2802.0,1.0,347.4,973414.8,19604.35,1.1466,2024-05-09,2024-06-07,77.0,106.0,1.0,2026-06-24 00:14:59.277238
PO000321,20231009,2023-10-09,SUP0026,PRD0026,Open,Rejected,SEK,FCA,Shanghai,0.0,0.0,,123.2,0.0,0.0,1.2924,2023-11-30,,52.0,,,2026-06-24 00:14:59.277238
PO000322,20221106,2022-11-06,SUP0017,PRD0024,Fully Received,Approved,SEK,CIF,Shanghai,1306.0,1306.0,1.0,951.4,1242528.4,9981.05,1.1485,2022-12-06,2022-12-10,30.0,34.0,1.0,2026-06-24 00:14:59.277238
PO000323,20230211,2023-02-11,SUP0021,PRD0040,Fully Received,Approved,SEK,EXW,Santos,2265.0,2265.0,1.0,120.09,272003.85,13348.68,1.0,2023-03-14,2023-05-04,31.0,82.0,1.0,2026-06-24 00:14:59.277238
PO000324,20241227,2024-12-27,SUP0039,PRD0011,Cancelled,Approved,NOK,CIF,Hamburg,4785.0,0.0,0.0,2230.28,10671889.8,31483.44,0.7903,2025-01-12,,16.0,,,2026-06-24 00:14:59.277238
PO000325,20240102,2024-01-02,SUP0017,PRD0020,Open,Approved,JPY,DAP,Rotterdam,4647.0,0.0,0.0,,4559775.81,11996.15,1.0,,,,,,2026-06-24 00:14:59.277238
PO000326,20241030,2024-10-30,SUP0037,PRD0005,Fully Received,Approved,NOK,FOB,Yokohama,4580.0,4580.0,1.0,2776.1,12714538.0,4644.53,1.1334,2025-01-28,2025-02-24,90.0,117.0,1.0,2026-06-24 00:14:59.277238
PO000327,20221205,2022-12-05,SUP0030,PRD0011,Partially Received,Approved,CAD,EXW,Yokohama,4841.0,901.0,0.1861,2782.21,13468678.61,15407.43,1.0582,2023-02-28,2023-03-15,85.0,100.0,1.0,2026-06-24 00:14:59.277238
PO000328,20241001,2024-10-01,SUP0022,PRD0040,Fully Received,Approved,JPY,FOB,Port Of La,1287.0,1287.0,1.0,924.23,,9309.13,1.0,2024-12-20,2025-01-19,80.0,110.0,1.0,2026-06-24 00:14:59.277238
PO000329,20220527,2022-05-27,SUP0033,PRD0007,Fully Received,Approved,USD,CIF,Port Of La,3620.0,3620.0,1.0,1314.46,4758345.2,1985.63,1.0,2022-06-28,2022-06-24,32.0,28.0,0.0,2026-06-24 00:14:59.277238
PO000330,20220816,2022-08-16,SUP0039,PRD0032,Fully Received,Approved,SEK,DDP,<Na>,2877.0,2877.0,1.0,1682.85,4841559.45,2186.46,1.0,2022-09-25,2022-10-17,40.0,62.0,1.0,2026-06-24 00:14:59.277238
PO000331,,,SUP0036,PRD0007,Fully Received,Approved,USD,DDP,Port Of Ny,-2600.0,-2600.0,,1537.92,3998592.0,6993.19,1.0,2024-06-08,2024-06-21,,,1.0,2026-06-24 00:14:59.277238
PO000332,20221116,2022-11-16,SUP0018,PRD0003,Partially Received,Pending,NOK,CIF,Santos,-2967.0,-2464.0,,,883869.3,16072.4,1.1098,2022-12-28,2023-01-06,42.0,51.0,1.0,2026-06-24 00:14:59.277238
PO000333,20221009,2022-10-09,SUP0024,PRD0008,Open,Approved,USD,EXW,Port Of Ny,4102.0,0.0,0.0,2106.26,8639878.52,18148.8,0.9333,2022-10-27,,18.0,,,2026-06-24 00:14:59.277238
PO000334,20221108,2022-11-08,SUP0021,PRD0006,Fully Received,Approved,EUR,CIF,Rotterdam,1307.0,1307.0,1.0,376.1,491562.7,5550.62,1.0,2023-01-20,2023-01-25,73.0,78.0,1.0,2026-06-24 00:14:59.277238
PO000335,20240623,2024-06-23,SUP0011,PRD0024,Partially Received,Approved,JPY,CIF,Port Of Ny,0.0,0.0,,2765.29,0.0,0.0,1.0,2024-07-22,2024-07-31,29.0,38.0,1.0,2026-06-24 00:14:59.277238
PO000336,20230510,2023-05-10,SUP0025,PRD0018,Fully Received,Approved,JPY,DAP,Yokohama,4953.0,4953.0,1.0,281.27,1393130.31,14275.62,1.241,2023-11-08,2023-12-04,182.0,208.0,1.0,2026-06-24 00:14:59.277238
PO000337,20230118,2023-01-18,SUP0015,PRD0040,Fully Received,Approved,BRL,FOB,Port Of La,4328.0,4328.0,1.0,1350.62,,25883.55,1.0,2023-03-20,2023-04-15,61.0,87.0,1.0,2026-06-24 00:14:59.277238
PO000338,20220201,2022-02-01,SUP0033,PRD0023,Open,Approved,EUR,DAP,Vancouver,2328.0,0.0,0.0,2307.61,,6101.96,1.0,2022-03-06,,33.0,,,2026-06-24 00:14:59.277238
PO000339,20220122,2022-01-22,SUP0031,PRD0028,Fully Received,Pending,USD,DDP,Port Of Ny,4644.0,4644.0,1.0,257.44,1195551.36,,1.0033,2022-03-13,2022-03-27,50.0,64.0,1.0,2026-06-24 00:14:59.277238
PO000340,20240501,2024-05-01,SUP0003,PRD0029,Open,Approved,EUR,FOB,<Na>,227.0,0.0,0.0,1730.28,392773.56,1227.8,1.0,2024-06-07,,37.0,,,2026-06-24 00:14:59.277238
PO000341,20240503,2024-05-03,SUP0021,PRD0020,Fully Received,Approved,EUR,FOB,Yokohama,2760.0,2760.0,1.0,2838.63,7834618.8,14527.45,1.0,2024-06-04,2024-06-20,32.0,48.0,1.0,2026-06-24 00:14:59.277238
PO000342,20220312,2022-03-12,SUP0006,PRD0005,Fully Received,Pending,,DDP,Yokohama,793.0,,,1112.89,882521.77,5786.65,1.0,2022-05-15,2022-05-18,64.0,67.0,1.0,2026-06-24 00:14:59.277238
PO000344,20240918,2024-09-18,SUP0017,PRD0026,Partially Received,Approved,CAD,FOB,Shanghai,1170.0,479.0,0.4094,2272.44,2658754.8,6495.87,0.961,2024-09-25,2024-09-24,7.0,6.0,0.0,2026-06-24 00:14:59.277238
PO000345,20221130,2022-11-30,SUP0001,PRD0013,Fully Received,Approved,USD,FOB,Yokohama,1926.0,1926.0,1.0,360.23,693802.98,2529.49,1.0,2023-01-22,2023-01-21,53.0,52.0,0.0,2026-06-24 00:14:59.277238
PO000346,20240110,2024-01-10,SUP0036,PRD0022,Open,Approved,SEK,DAP,Hamburg,3054.0,0.0,0.0,1303.91,3982141.14,16019.32,1.0,2024-03-07,,57.0,,,2026-06-24 00:14:59.277238
PO000347,20240228,2024-02-28,SUP0003,PRD0002,Partially Received,Approved,JPY,EXW,<Na>,2097.0,1725.0,0.8226,1751.27,,13900.41,1.0155,2024-06-04,2024-04-07,97.0,39.0,0.0,2026-06-24 00:14:59.277238
PO000348,20241030,2024-10-30,SUP0029,PRD0020,Open,Approved,USD,EXW,Port Of Ny,489.0,0.0,0.0,1215.17,,1653.29,1.0,2024-11-19,,20.0,,,2026-06-24 00:14:59.277238
PO000349,20230520,2023-05-20,SUP0021,PRD0005,Partially Received,Approved,,FOB,Vancouver,2089.0,,,,464175.8,,1.0,2023-06-04,2023-05-30,15.0,10.0,0.0,2026-06-24 00:14:59.277238
PO000350,20240517,2024-05-17,SUP0003,PRD0004,Fully Received,Approved,EUR,FOB,<Na>,4816.0,4816.0,1.0,2333.88,11239966.08,32561.36,1.0,2024-07-21,2024-08-13,65.0,88.0,1.0,2026-06-24 00:14:59.277238
PO000351,20240330,2024-03-30,SUP0001,PRD0005,Fully Received,Approved,BRL,,Port Of Ny,835.0,835.0,1.0,546.69,456486.15,3904.46,0.9381,2024-05-16,2024-05-14,47.0,45.0,0.0,2026-06-24 00:14:59.277238
PO000352,20221016,2022-10-16,SUP0033,PRD0027,Cancelled,Approved,EUR,CIF,Vancouver,3475.0,,,2186.53,7598191.75,17988.79,1.0,2022-12-02,,47.0,,,2026-06-24 00:14:59.277238
PO000353,20240610,2024-06-10,SUP0006,PRD0023,Partially Received,Rejected,BRL,FCA,Rotterdam,1009.0,208.0,0.2061,126.62,127759.58,1773.04,1.1474,2024-08-31,2024-09-10,82.0,92.0,1.0,2026-06-24 00:14:59.277238
PO000355,20230624,2023-06-24,SUP0028,PRD0011,Partially Received,Approved,JPY,FOB,Santos,4639.0,1098.0,0.2367,1584.26,7349382.14,9561.02,1.2627,2023-09-22,2023-09-29,90.0,97.0,1.0,2026-06-24 00:14:59.277238
PO000356,20240603,2024-06-03,SUP0037,PRD0016,On Hold,Approved,CAD,FOB,<Na>,1755.0,0.0,0.0,2937.02,5154470.1,12306.62,1.0,2024-07-15,,42.0,,,2026-06-24 00:14:59.277238
PO000357,20220227,2022-02-27,SUP0037,PRD0017,Partially Received,Approved,USD,FOB,<Na>,1011.0,383.0,0.3788,,345205.95,1123.45,0.868,2022-03-12,2022-03-23,13.0,24.0,1.0,2026-06-24 00:14:59.277238
PO000358,20230920,2023-09-20,SUP0016,PRD0029,Open,Approved,CAD,EXW,Yokohama,4652.0,4652.0,1.0,1890.12,8792838.24,16119.45,1.1083,2023-12-10,2023-12-08,81.0,79.0,0.0,2026-06-24 00:14:59.277238
PO000359,20221209,2022-12-09,SUP0005,PRD0016,Open,Approved,SEK,CIF,<Na>,2704.0,0.0,0.0,2157.72,5834474.88,3715.43,1.3119,2022-12-17,,8.0,,,2026-06-24 00:14:59.277238
PO000360,20231128,2023-11-28,SUP0011,PRD0011,Fully Received,Pending,SEK,CIF,Port Of Ny,2575.0,2575.0,1.0,492.1,1267157.5,12233.61,1.0,2024-02-04,2024-02-29,68.0,93.0,1.0,2026-06-24 00:14:59.277238
PO000361,20220728,2022-07-28,SUP0007,PRD0022,Fully Received,Rejected,NOK,FOB,Yokohama,799.0,799.0,1.0,2030.38,1622273.62,2619.76,,2022-08-14,2022-09-01,17.0,35.0,1.0,2026-06-24 00:14:59.277238
PO000362,,,SUP0003,PRD0020,Fully Received,Approved,BRL,FOB,Vancouver,2117.0,2117.0,1.0,2975.87,6299916.79,13397.84,0.7904,2023-01-02,2023-01-10,,,1.0,2026-06-24 00:14:59.277238
PO000363,20220102,2022-01-02,SUP0039,PRD0005,Open,Approved,USD,EXW,Port Of La,2799.0,0.0,0.0,239.88,671424.12,15786.8,1.0,2022-02-25,,54.0,,,2026-06-24 00:14:59.277238
PO000364,20221231,2022-12-31,SUP0011,PRD0017,Fully Received,Approved,BRL,EXW,Hamburg,-2399.0,-2399.0,,1683.96,4039820.04,7378.39,1.0,2023-03-23,2023-04-10,82.0,100.0,1.0,2026-06-24 00:14:59.277238
PO000365,20230206,2023-02-06,SUP0005,PRD0003,Fully Received,Approved,EUR,FCA,Port Of La,22.0,22.0,1.0,2005.21,,29.97,1.0,2023-04-15,2023-04-29,68.0,82.0,1.0,2026-06-24 00:14:59.277238
PO000366,20220108,2022-01-08,SUP0013,PRD0006,Fully Received,Approved,JPY,EXW,Hamburg,1225.0,1225.0,1.0,2830.6,3467485.0,2757.96,1.0,2022-02-28,2022-03-14,51.0,65.0,1.0,2026-06-24 00:14:59.277238
PO000367,20231018,2023-10-18,SUP0036,PRD0022,Fully Received,Approved,USD,FOB,Vancouver,3295.0,3295.0,1.0,2633.84,8678502.8,8552.69,0.8951,2023-12-08,2023-12-09,51.0,52.0,1.0,2026-06-24 00:14:59.277238
PO000368,20230708,2023-07-08,SUP0010,PRD0034,Fully Received,Approved,EUR,FCA,Shanghai,365.0,365.0,1.0,2044.15,746114.75,1006.57,0.9938,,2023-09-23,,77.0,0.0,2026-06-24 00:14:59.277238
PO000369,20220320,2022-03-20,SUP0005,PRD0011,Partially Received,Rejected,SEK,CIF,<Na>,1867.0,263.0,0.1409,340.14,635041.38,6035.91,1.0,2022-05-12,2022-05-20,53.0,61.0,1.0,2026-06-24 00:14:59.277238
PO000370,20230814,2023-08-14,SUP0026,PRD0004,Fully Received,Approved,BRL,EXW,Port Of Ny,3425.0,3425.0,1.0,2824.08,9672474.0,16637.9,1.0,,2023-11-07,,85.0,0.0,2026-06-24 00:14:59.277238
PO000371,20220908,2022-09-08,SUP0014,PRD0032,Fully Received,Approved,CAD,CIF,Shanghai,1849.0,1849.0,1.0,,1829881.34,10025.81,1.0,2022-10-18,2022-10-19,40.0,41.0,1.0,2026-06-24 00:14:59.277238
PO000372,20240908,2024-09-08,SUP0006,PRD0030,Partially Received,Approved,USD,FOB,Port Of La,4956.0,3523.0,0.7109,1156.85,5733348.6,6332.94,1.0,2024-10-13,2024-10-13,35.0,35.0,0.0,2026-06-24 00:14:59.277238
PO000373,,,SUP0023,PRD0032,Open,Rejected,JPY,FOB,<Na>,4885.0,0.0,0.0,2019.98,9867602.3,6846.19,,2022-08-06,,,,,2026-06-24 00:14:59.277238
PO000374,20220725,2022-07-25,SUP0015,PRD0026,Open,Approved,SEK,FCA,Santos,1564.0,0.0,0.0,1070.34,1674011.76,4168.2,1.0,2022-08-13,,19.0,,,2026-06-24 00:14:59.277238
PO000375,20231201,2023-12-01,SUP0038,PRD0010,Fully Received,Approved,NOK,FOB,<Na>,-3275.0,-3275.0,,305.41,1000217.75,10440.77,1.0,2023-12-14,2023-12-27,13.0,26.0,1.0,2026-06-24 00:14:59.277238
PO000376,20220227,2022-02-27,SUP0031,PRD0035,Fully Received,Approved,USD,FCA,Port Of La,3668.0,3668.0,1.0,153.83,564248.44,18668.14,1.0,2022-05-18,2022-05-23,80.0,85.0,1.0,2026-06-24 00:14:59.277238
PO000377,20241014,2024-10-14,SUP0021,PRD0004,Fully Received,Approved,CAD,FCA,Yokohama,1134.0,1134.0,1.0,1442.04,1635273.36,,1.3036,2024-12-30,2025-01-12,77.0,90.0,1.0,2026-06-24 00:14:59.277238
PO000378,20230308,2023-03-08,SUP0008,PRD0028,Partially Received,Pending,JPY,CIF,Port Of Ny,3905.0,1582.0,0.4051,2118.16,8271414.8,15067.55,1.2356,2023-05-04,2023-05-18,57.0,71.0,1.0,2026-06-24 00:14:59.277238
PO000379,20230223,2023-02-23,SUP0035,PRD0004,Partially Received,Pending,USD,CIF,Hamburg,3644.0,3644.0,1.0,2679.22,9763077.68,3027.83,1.0,2023-05-04,2023-05-10,70.0,76.0,1.0,2026-06-24 00:14:59.277238
PO000380,20230309,2023-03-09,SUP0039,PRD0017,Fully Received,Pending,SEK,DAP,Port Of Ny,509.0,509.0,1.0,2411.69,,1184.1,1.0,,2023-03-07,,-2.0,0.0,2026-06-24 00:14:59.277238
PO000381,20240215,2024-02-15,SUP0032,PRD0016,Fully Received,Approved,CAD,CIF,<Na>,2892.0,2892.0,1.0,1457.48,,11347.35,1.2498,2024-04-12,2024-04-16,57.0,61.0,1.0,2026-06-24 00:14:59.277238
PO000382,20230731,2023-07-31,SUP0027,PRD0006,Fully Received,Pending,USD,EXW,Shanghai,42.0,42.0,1.0,1961.53,82384.26,264.54,1.0,2023-08-22,2023-09-13,22.0,44.0,1.0,2026-06-24 00:14:59.277238
PO000383,20220216,2022-02-16,SUP0030,PRD0023,Open,Approved,BRL,CIF,Port Of La,4483.0,0.0,0.0,765.54,3431915.82,5932.39,1.1351,2022-03-03,,15.0,,,2026-06-24 00:14:59.277238
PO000384,20230823,2023-08-23,SUP0029,PRD0025,Fully Received,Approved,SEK,DAP,Shanghai,262.0,262.0,1.0,2205.45,577827.9,1137.13,1.0,2023-09-03,2023-09-09,11.0,17.0,1.0,2026-06-24 00:14:59.277238
PO000385,20240521,2024-05-21,SUP0036,PRD0013,Fully Received,Approved,JPY,DAP,Port Of La,4322.0,4322.0,1.0,2736.27,11826158.94,12193.86,1.2402,2024-08-09,2024-08-18,80.0,89.0,1.0,2026-06-24 00:14:59.277238
PO000386,,,SUP0021,PRD0032,Fully Received,Pending,USD,DDP,Port Of Ny,4645.0,4645.0,1.0,2374.63,11030156.35,26310.85,1.0293,2024-09-14,2024-09-27,,,1.0,2026-06-24 00:14:59.277238
PO000388,20230313,2023-03-13,SUP0007,PRD0026,Open,Approved,CAD,DDP,Yokohama,4100.0,0.0,0.0,2672.93,10959013.0,24707.22,1.0,2023-04-07,,25.0,,,2026-06-24 00:14:59.277238
PO000389,20221201,2022-12-01,SUP0030,PRD0036,Fully Received,Approved,BRL,FOB,<Na>,3249.0,0.0,0.0,252.56,820567.44,10169.82,0.9092,2023-01-10,,40.0,,,2026-06-24 00:14:59.277238
PO000390,20241012,2024-10-12,SUP0006,PRD0008,Partially Received,Approved,CAD,EXW,Port Of Ny,401.0,308.0,0.7681,912.99,366108.99,2846.51,1.0,2024-12-06,2024-12-13,55.0,62.0,1.0,2026-06-24 00:14:59.277238
PO000391,20221107,2022-11-07,SUP0024,PRD0026,Fully Received,Approved,BRL,FOB,Shanghai,2747.0,2747.0,1.0,286.01,785669.47,15257.18,1.0,2023-01-28,2023-02-13,82.0,98.0,1.0,2026-06-24 00:14:59.277238
PO000392,20240811,2024-08-11,SUP0026,PRD0038,Partially Received,Approved,USD,CIF,Shanghai,101.0,18.0,0.1782,1303.17,131620.17,240.33,1.2255,2024-11-02,2024-11-17,83.0,98.0,1.0,2026-06-24 00:14:59.277238
PO000393,,,SUP0032,PRD0004,Fully Received,Approved,CAD,FCA,Hamburg,810.0,810.0,1.0,830.69,672858.9,1073.43,,2024-12-19,2025-01-09,,,1.0,2026-06-24 00:14:59.277238
PO000394,20241229,2024-12-29,SUP0030,PRD0004,Cancelled,Approved,SEK,DDP,Hamburg,1943.0,0.0,0.0,2763.28,5369053.04,4964.2,1.0,2025-01-17,,19.0,,,2026-06-24 00:14:59.277238
PO000395,20230223,2023-02-23,SUP0026,PRD0002,Fully Received,Approved,BRL,FOB,Hamburg,3453.0,3453.0,1.0,1191.88,4115561.64,15605.72,1.1795,2023-03-14,2023-03-28,19.0,33.0,1.0,2026-06-24 00:14:59.277238
PO000396,,,SUP0018,PRD0022,Fully Received,Approved,NOK,FCA,Rotterdam,1064.0,1064.0,1.0,1908.79,2030952.56,2112.05,1.0,,2023-10-06,,,0.0,2026-06-24 00:14:59.277238
PO000397,20240903,2024-09-03,SUP0009,PRD0017,On Hold,Rejected,USD,FOB,Vancouver,2124.0,,,1413.99,3003314.76,13995.39,1.2223,2024-12-02,,90.0,,,2026-06-24 00:14:59.277238
PO000398,20240121,2024-01-21,SUP0024,PRD0011,Open,Approved,JPY,DAP,Port Of La,4562.0,0.0,0.0,2300.82,10496340.84,9311.67,1.0,2024-02-10,,20.0,,,2026-06-24 00:14:59.277238
PO000399,20240908,2024-09-08,SUP0039,PRD0040,Fully Received,Approved,NOK,CIF,Rotterdam,2201.0,2201.0,1.0,2806.73,6177612.73,,1.0,2024-11-13,2024-11-16,66.0,69.0,1.0,2026-06-24 00:14:59.277238
PO000400,20240228,2024-02-28,SUP0017,PRD0009,Open,Approved,NOK,FOB,Port Of La,4584.0,0.0,0.0,1451.49,6653630.16,17167.7,1.0,2024-04-20,,52.0,,,2026-06-24 00:14:59.277238
PO000402,20230205,2023-02-05,SUP0026,PRD0017,Fully Received,Approved,NOK,DDP,Rotterdam,3746.0,3746.0,1.0,2424.95,9083862.7,3634.99,1.0,2023-07-23,2023-08-08,168.0,184.0,1.0,2026-06-24 00:14:59.277238
PO000403,20240602,2024-06-02,SUP0001,PRD0028,Partially Received,Approved,CAD,FOB,Santos,4380.0,2850.0,0.6507,,10540601.4,15741.48,1.0118,2024-06-18,2024-06-28,16.0,26.0,1.0,2026-06-24 00:14:59.277238
PO000404,20220923,2022-09-23,SUP0034,PRD0010,Fully Received,Pending,CAD,DDP,Yokohama,871.0,871.0,1.0,1482.86,1291571.06,843.96,0.9262,2022-11-05,2022-11-29,43.0,67.0,1.0,2026-06-24 00:14:59.277238
PO000405,20230616,2023-06-16,SUP0026,PRD0003,Fully Received,Approved,SEK,EXW,Yokohama,2041.0,2041.0,1.0,1921.5,3921781.5,12094.03,1.0,2023-07-17,2023-08-09,31.0,54.0,1.0,2026-06-24 00:14:59.277238
PO000406,20221003,2022-10-03,SUP0002,PRD0007,Fully Received,Approved,NOK,DDP,Santos,4117.0,4117.0,1.0,2539.68,10455862.56,18687.14,1.0,2022-12-08,2022-12-29,66.0,87.0,1.0,2026-06-24 00:14:59.277238
PO000407,20241021,2024-10-21,SUP0020,PRD0014,Fully Received,Approved,USD,EXW,Yokohama,3208.0,3208.0,1.0,1008.67,3235813.36,5375.92,0.9921,2024-11-29,2024-11-25,39.0,35.0,0.0,2026-06-24 00:14:59.277238
PO000408,20220218,2022-02-18,SUP0009,PRD0032,Fully Received,Approved,EUR,EXW,<Na>,-1048.0,-1048.0,,1031.42,1080928.16,5331.4,1.0691,2022-04-06,2022-04-18,47.0,59.0,1.0,2026-06-24 00:14:59.277238
PO000409,20240412,2024-04-12,SUP0002,PRD0038,Fully Received,Approved,NOK,EXW,Vancouver,2278.0,2278.0,1.0,2954.69,,10271.99,1.0,2024-05-08,2024-05-12,26.0,30.0,1.0,2026-06-24 00:14:59.277238
PO000410,20221021,2022-10-21,SUP0028,PRD0005,Partially Received,Pending,EUR,EXW,Vancouver,4416.0,3224.0,0.7301,1098.72,4851947.52,14546.64,1.2017,2023-01-02,2023-01-16,73.0,87.0,1.0,2026-06-24 00:14:59.277238
PO000411,20240413,2024-04-13,SUP0038,PRD0029,Partially Received,Approved,JPY,EXW,<Na>,-3179.0,-2739.0,,2595.85,8252207.15,15824.32,1.0,2024-05-30,2024-06-13,47.0,61.0,1.0,2026-06-24 00:14:59.277238
PO000412,20240224,2024-02-24,SUP0040,PRD0021,Partially Received,Approved,USD,CIF,<Na>,1503.0,544.0,0.3619,2384.66,3584143.98,5166.59,1.2662,2024-04-16,2024-04-17,52.0,53.0,1.0,2026-06-24 00:14:59.277238
PO000413,20230710,2023-07-10,SUP0024,PRD0007,Fully Received,Approved,,FOB,Santos,2129.0,2129.0,1.0,196.28,417880.12,9621.86,1.0,2023-09-25,2023-02-10,77.0,-150.0,0.0,2026-06-24 00:14:59.277238
PO000414,20241028,2024-10-28,SUP0019,PRD0004,Fully Received,Approved,CAD,EXW,Yokohama,683.0,683.0,1.0,858.37,586266.71,1566.11,1.0,2024-12-19,2025-01-06,52.0,70.0,1.0,2026-06-24 00:14:59.277238
PO000415,20220719,2022-07-19,SUP0007,PRD0024,Fully Received,Approved,EUR,EXW,Shanghai,1626.0,1626.0,1.0,1694.74,2755647.24,4059.12,0.8708,2022-07-26,2022-08-02,7.0,14.0,1.0,2026-06-24 00:14:59.277238
PO000416,20240123,2024-01-23,SUP0016,PRD0012,Fully Received,Approved,SEK,DDP,Port Of La,657.0,657.0,1.0,,1507125.15,3796.54,,2024-03-26,2024-04-09,63.0,77.0,1.0,2026-06-24 00:14:59.277238
PO000417,,,SUP0014,PRD0005,Fully Received,Approved,USD,CIF,Vancouver,304.0,304.0,1.0,1319.43,401106.72,415.07,1.0,2024-07-22,2024-08-16,,,1.0,2026-06-24 00:14:59.277238
PO000418,20220922,2022-09-22,SUP0011,PRD0006,Fully Received,Approved,EUR,FCA,<Na>,2880.0,2880.0,1.0,,1881561.6,9631.41,1.0,2022-10-30,2022-11-26,38.0,65.0,1.0,2026-06-24 00:14:59.277238
PO000419,20241231,2024-12-31,SUP0026,PRD0022,Fully Received,Approved,SEK,FOB,Rotterdam,4450.0,4450.0,1.0,,1369443.0,23718.14,1.0,,2025-03-15,,74.0,0.0,2026-06-24 00:14:59.277238
PO000420,20231229,2023-12-29,SUP0018,PRD0004,Fully Received,Approved,USD,CIF,Santos,3312.0,,,619.3,2051121.6,15575.53,1.0,2024-02-07,2024-02-08,40.0,41.0,1.0,2026-06-24 00:14:59.277238
PO000421,20220111,2022-01-11,SUP0030,PRD0012,Fully Received,Pending,NOK,FOB,Port Of La,4095.0,4095.0,1.0,749.06,3067400.7,29925.34,1.0033,2022-02-01,2022-02-11,21.0,31.0,1.0,2026-06-24 00:14:59.277238
PO000422,20241107,2024-11-07,SUP0026,PRD0001,Partially Received,Approved,USD,CIF,<Na>,3622.0,599.0,0.1654,262.66,951354.52,11986.1,0.846,2025-01-14,2025-01-20,68.0,74.0,1.0,2026-06-24 00:14:59.277238
PO000423,20230628,2023-06-28,SUP0026,PRD0034,Partially Received,Approved,EUR,FCA,Hamburg,1141.0,172.0,0.1507,,2762577.79,8551.33,0.8129,2023-08-02,2023-07-30,35.0,32.0,0.0,2026-06-24 00:14:59.277238
PO000424,20231109,2023-11-09,SUP0026,PRD0016,Open,Approved,NOK,DDP,Hamburg,4168.0,0.0,0.0,,6683304.64,16882.85,1.0,,,,,,2026-06-24 00:14:59.277238
PO000425,20240109,2024-01-09,SUP0025,PRD0008,Fully Received,Approved,EUR,DAP,Yokohama,1939.0,1939.0,1.0,646.67,1253893.13,9669.02,1.1391,2024-02-22,2024-02-20,44.0,42.0,0.0,2026-06-24 00:14:59.277238
PO000426,20241006,2024-10-06,SUP0028,PRD0022,Fully Received,Approved,NOK,DAP,Port Of Ny,1385.0,1385.0,1.0,345.21,478115.85,8939.79,0.7864,2024-12-16,2024-12-25,71.0,80.0,1.0,2026-06-24 00:14:59.277238
PO000427,20240925,2024-09-25,SUP0037,PRD0026,Fully Received,Approved,SEK,DAP,Rotterdam,3948.0,3948.0,1.0,136.42,538586.16,10467.57,,2024-10-12,2024-11-08,17.0,44.0,1.0,2026-06-24 00:14:59.277238
PO000428,20230731,2023-07-31,SUP0023,PRD0001,Partially Received,Approved,BRL,DDP,<Na>,10.0,5.0,0.5,1075.41,10754.1,12.0,1.0,2023-10-04,2023-10-08,65.0,69.0,1.0,2026-06-24 00:14:59.277238
PO000429,20230914,2023-09-14,SUP0024,PRD0012,Fully Received,Approved,NOK,EXW,<Na>,1750.0,1750.0,1.0,2799.51,4899142.5,1720.87,1.0,2023-10-14,2023-10-15,30.0,31.0,1.0,2026-06-24 00:14:59.277238
PO000430,20230517,2023-05-17,SUP0025,PRD0013,Open,Approved,SEK,FCA,Hamburg,4207.0,0.0,0.0,589.49,2479984.43,21624.96,1.2429,2023-07-27,,71.0,,,2026-06-24 00:14:59.277238
PO000431,20231006,2023-10-06,SUP0033,PRD0017,Fully Received,Approved,JPY,FOB,Yokohama,4718.0,4718.0,1.0,1011.83,4773813.94,7737.19,1.0,2023-11-17,2023-11-24,42.0,49.0,1.0,2026-06-24 00:14:59.277238
PO000432,20220528,2022-05-28,SUP0008,PRD0025,Cancelled,Approved,CAD,FOB,Yokohama,585.0,0.0,0.0,2717.63,1589813.55,4633.61,1.0,2022-08-11,,75.0,,,2026-06-24 00:14:59.277238
PO000433,20220915,2022-09-15,SUP0020,PRD0018,Open,Approved,NOK,EXW,Santos,2586.0,0.0,0.0,,2889286.08,3695.57,1.0775,2022-11-20,,66.0,,,2026-06-24 00:14:59.277238
PO000434,20220418,2022-04-18,SUP0001,PRD0032,Fully Received,Approved,BRL,CIF,Santos,3821.0,3821.0,1.0,1786.21,6825108.41,11288.53,,2022-07-13,2022-07-26,86.0,99.0,1.0,2026-06-24 00:14:59.277238
PO000435,20220422,2022-04-22,SUP0021,PRD0008,Partially Received,Approved,USD,FCA,Hamburg,3296.0,1127.0,0.3419,248.9,820374.4,5414.44,1.0,,2022-06-28,,67.0,0.0,2026-06-24 00:14:59.277238
