OrderID,OrderDateKey,OrderDate,CustomerID,ProductID,Division,SalesChannel,SalesRepID,Status,OrderedQty,UnitPrice_USD,DiscountPct,discounted_unit_price,LineTotal_USD,calc_line_total_usd,NetAmount_USD,is_return,IsRush,RequestedDeliveryDate,_gold_built_at
SO0001083,20230413,2023-04-13,CUST00023,PRD0036,<Na>,Broker,REP034,Delivered,1923.0,3132.85,0.0,3132.85,6024470.55,6024470.55,6024470.55,False,False,2023-04-20,2026-06-24 00:14:59.277238
SO0001084,20240930,2024-09-30,CUST00032,PRD0010,<Na>,Direct Sales,REP039,Delivered,869.0,,14.5,,1111251.13,,,False,False,2024-10-11,2026-06-24 00:14:59.277238
SO0001085,20230918,2023-09-18,CUST00006,PRD0008,North American Distribution,Agent,REP018,Partially Shipped,74.0,1518.08,10.5,1358.6816,112337.92,100542.44,100542.44,False,False,2023-02-10,2026-06-24 00:14:59.277238
SO0001086,20220831,2022-08-31,CUST00029,PRD0001,Central National,E-Commerce,REP034,Delivered,150.0,520.0,0.0,520.0,78000.0,78000.0,78000.0,False,False,2022-09-06,2026-06-24 00:14:59.277238
SO0001087,20240729,2024-07-29,CUST00040,PRD0036,Central National,Direct Sales,REP004,Delivered,53.0,1484.68,16.4,1241.1925,78688.04,65783.2,65783.2,False,False,2024-08-19,2026-06-24 00:14:59.277238
SO0001088,20230216,2023-02-16,CUST00001,PRD0031,North American Distribution,Broker,REP006,Delivered,1626.0,2061.02,3.2,1995.0674,,3243979.59,3243979.59,False,False,2023-02-28,2026-06-24 00:14:59.277238
SO0001089,20241008,2024-10-08,CUST00005,PRD0008,Central National,Inside Sales,REP006,Delivered,1275.0,1325.07,5.5,1252.1911,1689464.25,1596543.65,1596543.65,False,False,2024-11-02,2026-06-24 00:14:59.277238
SO0001090,20220305,2022-03-05,CUST00053,PRD0017,Central National,Inside Sales,REP006,Delivered,592.0,1110.93,4.6,1059.8272,657670.56,627417.7,627417.7,False,False,,2026-06-24 00:14:59.277238
SO0001091,20240206,2024-02-06,CUST00015,PRD0027,Central National,Broker,REP040,Processing,1690.0,1921.31,9.8,1733.0216,3247013.9,2928806.5,2928806.5,False,False,2024-02-26,2026-06-24 00:14:59.277238
SO0001092,20240618,2024-06-18,CUST00010,PRD0028,Central National,E-Commerce,REP024,Delivered,357.0,2104.18,10.9,1874.8244,751192.26,669312.31,669312.31,False,False,2024-07-03,2026-06-24 00:14:59.277238
SO0001093,20220720,2022-07-20,CUST00029,PRD0040,Lindenmeyr Publications,Broker,REP011,Cancelled,1513.0,,12.1,,3727729.4,,,False,True,2022-07-23,2026-06-24 00:14:59.277238
SO0001094,20240523,2024-05-23,CUST00059,PRD0024,Lindenmeyr Publications,Broker,REP015,Delivered,686.0,2467.93,19.2,1994.0874,1692999.98,1367943.96,1367943.96,False,False,2024-06-01,2026-06-24 00:14:59.277238
SO0001096,20220312,2022-03-12,CUST00046,PRD0027,Lindenmeyr Publications,Agent,REP029,Delivered,1614.0,,1.5,,1253852.04,,,False,False,2022-01-04,2026-06-24 00:14:59.277238
SO0001097,20230111,2023-01-11,CUST00044,PRD0025,North American Distribution,Inside Sales,REP010,Cancelled,78.0,3019.97,10.8,2693.8132,235557.66,210117.43,210117.43,False,False,,2026-06-24 00:14:59.277238
SO0001098,20230914,2023-09-14,CUST00050,PRD0015,Lindenmeyr Publications,Direct Sales,REP019,Delivered,930.0,1803.12,4.2,1727.389,1676901.6,1606471.77,1606471.77,False,True,2023-09-24,2026-06-24 00:14:59.277238
SO0001099,20230601,2023-06-01,CUST00009,PRD0025,North American Distribution,Broker,REP003,Delivered,1065.0,360.93,0.0,360.93,384390.45,384390.45,384390.45,False,True,2023-10-06,2026-06-24 00:14:59.277238
SO0001100,20220209,2022-02-09,CUST00007,PRD0018,Central National,E-Commerce,REP034,Delivered,1569.0,841.25,1.3,830.3138,1319921.25,1302762.35,1302762.35,False,True,2022-02-12,2026-06-24 00:14:59.277238
SO0001101,20220623,2022-06-23,CUST00036,PRD0034,North American Distribution,Agent,,Confirmed,138.0,1773.49,15.5,1498.599,244741.62,206806.66,206806.66,False,False,2022-07-21,2026-06-24 00:14:59.277238
SO0001102,,,CUST00024,PRD0002,<Na>,Broker,REP038,Confirmed,1048.0,1906.63,9.2,1731.22,1998148.24,1814318.56,1814318.56,False,False,2023-09-29,2026-06-24 00:14:59.277238
SO0001103,20241017,2024-10-17,CUST00013,PRD0006,North American Distribution,E-Commerce,REP028,Confirmed,723.0,2794.37,0.9,2769.2207,2020329.51,2002146.57,2002146.57,False,False,2024-10-27,2026-06-24 00:14:59.277238
SO0001104,,,CUST00067,PRD0015,North American Distribution,Agent,,Delivered,1277.0,2340.36,12.3,2052.4957,2988639.72,2621037.01,2621037.01,False,True,2022-03-27,2026-06-24 00:14:59.277238
SO0001105,20230324,2023-03-24,CUST_UNKNOWN,PRD0001,Lindenmeyr Publications,E-Commerce,REP017,Delivered,1904.0,273.87,13.9,235.8021,521448.48,448967.2,448967.2,False,False,2023-04-23,2026-06-24 00:14:59.277238
SO0001106,20240728,2024-07-28,CUST00021,PRD0007,Lindenmeyr Publications,Inside Sales,REP038,Processing,1938.0,2943.36,2.4,2872.7194,5704231.68,5567330.2,5567330.2,False,False,2024-08-12,2026-06-24 00:14:59.277238
SO0001107,20231124,2023-11-24,CUST00070,PRD0031,North American Distribution,Inside Sales,REP035,Delivered,148.0,1403.48,15.3,1188.7476,207715.04,175934.64,175934.64,False,False,2023-12-16,2026-06-24 00:14:59.277238
SO0001109,20230429,2023-04-29,CUST00058,PRD0035,North American Distribution,Agent,REP026,Cancelled,1952.0,1650.9,7.2,1532.0352,3222556.8,2990532.71,2990532.71,False,False,2023-05-20,2026-06-24 00:14:59.277238
SO0001110,20221230,2022-12-30,CUST00011,PRD0022,North American Distribution,Direct Sales,REP031,Shipped,504.0,,1.8,,258168.96,,,False,False,2023-01-10,2026-06-24 00:14:59.277238
SO0001111,20230104,2023-01-04,CUST00039,PRD0034,Lindenmeyr Publications,Direct Sales,REP005,Delivered,1474.0,2449.14,0.8,2429.5469,3610032.36,3581152.13,3581152.13,False,False,2023-01-09,2026-06-24 00:14:59.277238
SO0001112,20240115,2024-01-15,CUST00045,PRD0020,Central National,Agent,REP027,Shipped,743.0,2522.24,6.2,2365.8611,1874024.32,1757834.8,1757834.8,False,False,2024-02-02,2026-06-24 00:14:59.277238
SO0001113,20220826,2022-08-26,CUST00051,PRD0027,Lindenmeyr Publications,Agent,REP033,Delivered,262.0,2406.39,9.4,2180.1893,630474.18,571209.6,571209.6,False,False,,2026-06-24 00:14:59.277238
SO0001114,20221124,2022-11-24,CUST00064,PRD0033,Lindenmeyr Publications,<Na>,REP024,Delivered,1520.0,2212.27,15.9,1860.5191,3362650.4,2827989.03,2827989.03,False,False,2022-12-06,2026-06-24 00:14:59.277238
SO0001115,20230120,2023-01-20,CUST00014,PRD0031,Central National,Agent,REP007,Cancelled,1634.0,87.79,0.2,87.6144,,143161.93,143161.93,False,False,2023-02-18,2026-06-24 00:14:59.277238
SO0001116,20220520,2022-05-20,CUST00018,PRD0013,North American Distribution,Direct Sales,REP035,Shipped,1481.0,,5.6,,3303429.74,,,False,False,,2026-06-24 00:14:59.277238
SO0001117,20240208,2024-02-08,CUST00062,PRD0022,Lindenmeyr Publications,Broker,REP004,Delivered,1350.0,2860.42,15.3,2422.7757,3861567.0,3270747.2,3270747.2,False,False,2024-02-27,2026-06-24 00:14:59.277238
SO0001118,20230203,2023-02-03,CUST00044,PRD0032,North American Distribution,Agent,REP020,Confirmed,256.0,1474.29,0.0,1474.29,377418.24,377418.24,377418.24,False,False,,2026-06-24 00:14:59.277238
SO0001119,20230705,2023-07-05,CUST00068,PRD0028,Central National,<Na>,REP023,Partially Shipped,1133.0,3189.34,19.7,2561.04,3613522.22,2901658.32,2901658.32,False,False,2023-08-03,2026-06-24 00:14:59.277238
SO0001120,20220219,2022-02-19,CUST00026,PRD0012,Lindenmeyr Publications,Agent,REP003,Confirmed,815.0,3037.43,9.4,2751.9116,2475505.45,2242807.95,2242807.95,False,False,2022-03-08,2026-06-24 00:14:59.277238
SO0001121,20240220,2024-02-20,CUST00032,PRD0006,<Na>,Agent,REP030,Delivered,1684.0,1198.56,2.2,1172.1917,2018375.04,1973970.82,1973970.82,False,True,2024-02-28,2026-06-24 00:14:59.277238
SO0001122,20241015,2024-10-15,CUST00022,PRD0006,Central National,Broker,REP027,Delivered,1086.0,1895.34,18.7,1540.9114,2058339.24,1673429.78,1673429.78,False,False,2024-10-18,2026-06-24 00:14:59.277238
SO0001123,20240114,2024-01-14,CUST00047,PRD0020,North American Distribution,Broker,REP029,Delivered,1065.0,2872.56,0.5,2858.1972,3059276.4,3043980.02,3043980.02,False,False,2024-02-13,2026-06-24 00:14:59.277238
SO0001124,20220519,2022-05-19,CUST00067,PRD0014,Central National,E-Commerce,REP035,Delivered,498.0,760.85,5.6,718.2424,378903.3,357684.72,357684.72,False,False,2022-06-04,2026-06-24 00:14:59.277238
SO0001125,20230420,2023-04-20,CUST00061,PRD0004,North American Distribution,Inside Sales,REP040,On Hold,1765.0,3179.2,12.2,2791.3376,5611288.0,4926710.86,4926710.86,False,False,2023-05-11,2026-06-24 00:14:59.277238
SO0001126,20230115,2023-01-15,CUST00025,PRD0025,North American Distribution,E-Commerce,REP015,Delivered,1557.0,525.69,18.3,429.4887,818499.33,668713.91,668713.91,False,False,2023-01-30,2026-06-24 00:14:59.277238
SO0001127,20240805,2024-08-05,CUST00017,PRD0002,North American Distribution,Inside Sales,,Delivered,1426.0,534.96,3.7,515.1665,762852.96,734627.43,734627.43,False,True,2024-08-16,2026-06-24 00:14:59.277238
SO0001128,20231025,2023-10-25,CUST00031,PRD0008,<Na>,Broker,REP037,Shipped,1277.0,97.08,9.8,87.5662,123971.16,111822.04,111822.04,False,True,2023-11-05,2026-06-24 00:14:59.277238
SO0001129,,,CUST00004,PRD0011,North American Distribution,Direct Sales,REP005,Shipped,85.0,1741.8,19.2,1407.3744,148053.0,119626.82,119626.82,False,False,,2026-06-24 00:14:59.277238
SO0001130,20220415,2022-04-15,CUST00003,PRD0002,Central National,E-Commerce,REP023,Delivered,25.0,2397.68,5.7,2261.0122,59942.0,56525.3,56525.3,False,False,,2026-06-24 00:14:59.277238
SO0001131,20230711,2023-07-11,CUST00030,PRD0022,Lindenmeyr Publications,E-Commerce,REP023,Shipped,248.0,1043.37,0.0,1043.37,258755.76,258755.76,258755.76,False,False,2023-07-29,2026-06-24 00:14:59.277238
SO0001132,20221110,2022-11-10,CUST00054,PRD0037,Central National,Inside Sales,REP040,Processing,1299.0,1054.51,11.1,937.4594,1369808.49,1217759.76,1217759.76,False,True,,2026-06-24 00:14:59.277238
SO0001133,20220616,2022-06-16,CUST00027,PRD0011,Central National,Broker,REP034,Shipped,386.0,2016.12,16.8,1677.4118,,647480.95,647480.95,False,False,2022-07-02,2026-06-24 00:14:59.277238
SO0001134,20230212,2023-02-12,CUST00015,PRD0006,Lindenmeyr Publications,Direct Sales,REP032,Shipped,141.0,2901.97,1.5,2858.4404,409177.77,403040.1,403040.1,False,False,,2026-06-24 00:14:59.277238
SO0001135,20240918,2024-09-18,CUST00014,PRD0032,North American Distribution,Inside Sales,REP020,Shipped,1181.0,869.2,10.6,777.0648,1026525.2,917713.53,917713.53,False,False,2024-10-10,2026-06-24 00:14:59.277238
SO0001136,20220920,2022-09-20,CUST00003,PRD0009,North American Distribution,Agent,REP023,Confirmed,65.0,,12.9,,120463.2,,,False,False,2022-09-29,2026-06-24 00:14:59.277238
SO0001137,20240211,2024-02-11,CUST00016,PRD0002,North American Distribution,Broker,REP029,Delivered,575.0,1223.99,9.4,1108.9349,703794.25,637637.57,637637.57,False,False,2024-02-02,2026-06-24 00:14:59.277238
SO0001138,20220903,2022-09-03,CUST00023,PRD0025,Central National,<Na>,REP008,Delivered,1425.0,791.02,10.7,706.3809,1127203.5,1006592.78,1006592.78,False,True,2022-09-09,2026-06-24 00:14:59.277238
SO0001139,20220616,2022-06-16,CUST00061,PRD0040,Central National,Agent,REP018,Delivered,1643.0,705.92,7.6,652.2701,1159826.56,1071679.77,1071679.77,False,True,2022-07-12,2026-06-24 00:14:59.277238
SO0001140,20230101,2023-01-01,CUST_UNKNOWN,PRD0023,North American Distribution,Broker,REP026,Delivered,1719.0,114.69,9.2,104.1385,,179014.08,179014.08,False,False,2023-01-07,2026-06-24 00:14:59.277238
SO0001141,20240412,2024-04-12,CUST_UNKNOWN,PRD0007,North American Distribution,Agent,,Delivered,691.0,1222.95,1.4,1205.8287,845058.45,833227.63,833227.63,False,False,2024-04-28,2026-06-24 00:14:59.277238
SO0001142,20220612,2022-06-12,CUST00063,PRD0002,North American Distribution,Agent,REP022,Delivered,1434.0,1239.93,16.7,1032.8617,1778059.62,1481123.68,1481123.68,False,False,2022-06-27,2026-06-24 00:14:59.277238
SO0001143,20240603,2024-06-03,CUST00050,PRD0006,Central National,Agent,REP035,Shipped,1021.0,3071.82,8.3,2816.8589,3136328.22,2876012.94,2876012.94,False,False,2024-06-06,2026-06-24 00:14:59.277238
SO0001144,20240419,2024-04-19,CUST00004,PRD0009,Central National,Broker,REP009,Delivered,1696.0,2504.33,3.6,2414.1741,4247343.68,4094439.27,4094439.27,False,False,2024-04-11,2026-06-24 00:14:59.277238
SO0001145,20240812,2024-08-12,CUST00046,PRD0010,Central National,Agent,REP029,Delivered,1269.0,0.0,1.4,0.0,0.0,0.0,0.0,False,False,,2026-06-24 00:14:59.277238
SO0001146,,,CUST00057,PRD0031,Lindenmeyr Publications,Agent,REP036,Cancelled,759.0,,0.2,,2410022.34,,,False,False,2024-04-18,2026-06-24 00:14:59.277238
SO0001147,20230222,2023-02-22,CUST00058,PRD0018,Lindenmeyr Publications,Broker,REP016,Delivered,1870.0,2158.52,17.7,1776.462,4036432.4,3321983.94,3321983.94,False,False,2023-03-13,2026-06-24 00:14:59.277238
SO0001148,20220418,2022-04-18,CUST00043,PRD0037,Central National,Agent,REP013,Delivered,239.0,413.51,15.6,349.0024,98828.89,83411.57,83411.57,False,False,2022-05-10,2026-06-24 00:14:59.277238
SO0001149,20241012,2024-10-12,CUST_UNKNOWN,PRD0022,Lindenmeyr Publications,Direct Sales,REP020,Delivered,894.0,,1.6,,1270445.52,,,False,True,2024-10-30,2026-06-24 00:14:59.277238
SO0001150,20240814,2024-08-14,CUST00040,PRD0030,Lindenmeyr Publications,Agent,REP006,Delivered,429.0,722.75,9.2,656.257,310059.75,281534.25,281534.25,False,False,2024-08-26,2026-06-24 00:14:59.277238
SO0001151,20230717,2023-07-17,CUST00008,PRD0034,Central National,<Na>,,Delivered,1719.0,3049.36,12.0,2683.4368,5241849.84,4612827.86,4612827.86,False,False,2023-08-12,2026-06-24 00:14:59.277238
SO0001152,20240427,2024-04-27,CUST00036,PRD0010,Central National,Direct Sales,REP015,Delivered,1327.0,2800.12,0.0,2800.12,3715759.24,3715759.24,3715759.24,False,False,,2026-06-24 00:14:59.277238
SO0001153,20240806,2024-08-06,CUST00029,PRD0022,<Na>,Broker,REP027,Delivered,276.0,164.72,5.3,155.9898,45462.72,43053.18,43053.18,False,False,2024-08-11,2026-06-24 00:14:59.277238
SO0001154,20220509,2022-05-09,CUST00013,PRD0032,North American Distribution,Direct Sales,REP029,Delivered,1870.0,2936.38,2.2,2871.7796,,5370227.85,5370227.85,False,True,2022-05-22,2026-06-24 00:14:59.277238
SO0001155,20240222,2024-02-22,CUST00023,PRD0013,Central National,Inside Sales,REP036,Delivered,1694.0,2532.29,19.4,2041.0257,4289699.26,3457497.54,3457497.54,False,True,2024-02-10,2026-06-24 00:14:59.277238
SO0001157,20230920,2023-09-20,CUST00070,PRD0034,North American Distribution,Broker,REP007,Delivered,143.0,2579.74,9.6,2332.085,368902.82,333488.16,333488.16,False,False,2023-10-07,2026-06-24 00:14:59.277238
SO0001158,20230813,2023-08-13,CUST_UNKNOWN,PRD0035,Central National,Inside Sales,REP004,Shipped,1958.0,2279.12,0.0,2279.12,4462516.96,4462516.96,4462516.96,False,False,2023-08-25,2026-06-24 00:14:59.277238
SO0001159,20241117,2024-11-17,CUST00056,PRD0030,North American Distribution,<Na>,REP006,Processing,443.0,3008.56,0.0,3008.56,1332792.08,1332792.08,1332792.08,False,False,2024-11-20,2026-06-24 00:14:59.277238
SO0001160,,,CUST00055,PRD0025,Lindenmeyr Publications,Broker,REP032,Delivered,1062.0,2755.77,5.4,2606.9584,2926627.74,2768589.82,2768589.82,False,False,2024-03-25,2026-06-24 00:14:59.277238
SO0001161,20230613,2023-06-13,CUST00016,PRD0012,Central National,E-Commerce,REP002,Shipped,1996.0,839.66,10.3,753.175,1675961.36,1503337.3,1503337.3,False,False,2023-06-22,2026-06-24 00:14:59.277238
SO0001162,20231021,2023-10-21,CUST00001,PRD0017,Central National,Broker,REP029,On Hold,772.0,3173.45,11.2,2818.0236,,2175514.22,2175514.22,False,False,2023-10-29,2026-06-24 00:14:59.277238
SO0001163,20231129,2023-11-29,CUST00017,PRD0029,Central National,E-Commerce,REP019,Delivered,1735.0,1291.66,15.5,1091.4527,2241030.1,1893670.43,1893670.43,False,False,2023-12-18,2026-06-24 00:14:59.277238
SO0001164,20230512,2023-05-12,CUST00062,PRD0036,North American Distribution,E-Commerce,REP007,Delivered,683.0,3052.44,12.8,2661.7277,2084816.52,1817960.02,1817960.02,False,True,2023-06-05,2026-06-24 00:14:59.277238
SO0001165,20230108,2023-01-08,CUST00004,PRD0016,North American Distribution,<Na>,REP030,Delivered,1661.0,2464.62,17.3,2038.2407,4093733.82,3385517.8,3385517.8,False,False,2023-01-20,2026-06-24 00:14:59.277238
SO0001166,20240105,2024-01-05,CUST00008,PRD0002,Lindenmeyr Publications,Broker,REP039,Shipped,1171.0,1755.4,19.0,1421.874,2055573.4,1665014.45,1665014.45,False,True,2024-01-09,2026-06-24 00:14:59.277238
SO0001167,20221113,2022-11-13,CUST00009,PRD0002,North American Distribution,Direct Sales,REP036,Processing,1903.0,2733.66,18.0,2241.6012,5202154.98,4265767.08,4265767.08,False,False,2022-12-10,2026-06-24 00:14:59.277238
SO0001169,20221016,2022-10-16,CUST00036,PRD0003,North American Distribution,Broker,REP008,Shipped,431.0,596.95,0.2,595.7561,257285.45,256770.88,256770.88,False,False,2022-10-22,2026-06-24 00:14:59.277238
SO0001170,20230326,2023-03-26,CUST00035,PRD0004,North American Distribution,Inside Sales,REP014,Delivered,1654.0,1348.0,3.3,1303.516,2229592.0,2156015.46,2156015.46,False,True,2023-04-17,2026-06-24 00:14:59.277238
SO0001171,20220421,2022-04-21,CUST00009,PRD0018,Lindenmeyr Publications,Inside Sales,REP030,Delivered,816.0,,1.9,,2580314.4,,,False,False,2022-05-03,2026-06-24 00:14:59.277238
SO0001172,20220515,2022-05-15,CUST00056,PRD0008,Central National,E-Commerce,,Delivered,1002.0,3072.27,20.0,2457.816,,2462731.63,2462731.63,False,True,2022-06-14,2026-06-24 00:14:59.277238
SO0001173,20221013,2022-10-13,CUST00056,PRD0016,Lindenmeyr Publications,Direct Sales,REP020,Delivered,1231.0,1259.71,6.2,1181.608,1550703.01,1454559.45,1454559.45,False,False,2022-11-05,2026-06-24 00:14:59.277238
SO0001174,20230910,2023-09-10,CUST00063,PRD0031,<Na>,Broker,REP004,Shipped,1898.0,552.77,7.4,511.865,1049157.46,971519.77,971519.77,False,True,2023-10-05,2026-06-24 00:14:59.277238
SO0001175,20230915,2023-09-15,CUST00045,PRD0015,Lindenmeyr Publications,Agent,REP009,Delivered,1922.0,1499.15,14.9,1275.7766,2881366.3,2452042.63,2452042.63,False,False,2023-10-01,2026-06-24 00:14:59.277238
SO0001176,20230328,2023-03-28,CUST00003,PRD0001,Central National,Broker,REP001,Delivered,70.0,2236.94,16.8,1861.1341,156585.8,130279.39,130279.39,False,True,2023-04-19,2026-06-24 00:14:59.277238
SO0001177,20230716,2023-07-16,CUST00015,PRD0037,North American Distribution,Broker,REP004,Shipped,89.0,2140.36,13.8,1844.9903,190492.04,164204.14,164204.14,False,True,2023-07-25,2026-06-24 00:14:59.277238
SO0001178,20240215,2024-02-15,CUST00062,PRD0031,Central National,Agent,REP036,Confirmed,174.0,,0.0,,124846.74,,,False,False,2024-02-18,2026-06-24 00:14:59.277238
SO0001179,20231002,2023-10-02,CUST00001,PRD0031,North American Distribution,Inside Sales,REP009,Delivered,1922.0,2118.34,12.8,1847.1925,4071449.48,3550303.99,3550303.99,False,True,,2026-06-24 00:14:59.277238
SO0001180,20220629,2022-06-29,CUST00005,PRD0033,Lindenmeyr Publications,Inside Sales,REP012,Shipped,1423.0,752.55,6.8,701.3766,1070878.65,998058.9,998058.9,False,False,2022-12-07,2026-06-24 00:14:59.277238
SO0001181,20240407,2024-04-07,CUST00036,PRD0012,Central National,Broker,REP015,Delivered,451.0,,1.1,,44676.06,,,False,False,2024-04-30,2026-06-24 00:14:59.277238
SO0001182,20230417,2023-04-17,CUST00031,PRD0029,Lindenmeyr Publications,E-Commerce,REP016,On Hold,-896.0,120.66,6.9,112.3345,108111.36,100651.71,-100651.71,True,False,2023-04-10,2026-06-24 00:14:59.277238
SO0001183,20230709,2023-07-09,CUST00032,PRD0006,Lindenmeyr Publications,Direct Sales,REP019,Cancelled,1025.0,469.06,19.8,376.1861,480786.5,385590.75,385590.75,False,False,2023-08-07,2026-06-24 00:14:59.277238
SO0001184,20220119,2022-01-19,CUST00003,PRD0019,North American Distribution,Agent,REP026,Delivered,1564.0,216.79,4.2,207.6848,339059.56,324819.03,324819.03,False,False,,2026-06-24 00:14:59.277238
SO0001185,20240708,2024-07-08,CUST00052,PRD0006,North American Distribution,<Na>,REP006,Processing,0.0,2539.39,8.1,2333.6994,0.0,0.0,0.0,False,False,2024-07-20,2026-06-24 00:14:59.277238
SO0001186,20240818,2024-08-18,CUST00029,PRD0008,North American Distribution,Agent,REP005,Delivered,882.0,3118.07,5.1,2959.0484,2750137.74,2609880.69,2609880.69,False,False,2024-09-02,2026-06-24 00:14:59.277238
SO0001187,20241203,2024-12-03,CUST00056,PRD0013,Central National,Broker,REP033,Delivered,649.0,909.59,14.3,779.5186,590323.91,505907.57,505907.57,False,True,2024-12-11,2026-06-24 00:14:59.277238
SO0001188,20240321,2024-03-21,CUST00068,PRD0023,Lindenmeyr Publications,Agent,REP003,Cancelled,0.0,1965.17,9.9,1770.6182,0.0,0.0,0.0,False,False,2024-04-05,2026-06-24 00:14:59.277238
SO0001189,20240312,2024-03-12,CUST00058,PRD0026,<Na>,Direct Sales,REP005,Delivered,1232.0,2751.76,4.2,2636.1861,3390168.32,3247781.28,3247781.28,False,False,2024-04-04,2026-06-24 00:14:59.277238
SO0001190,,,CUST00002,PRD0033,Lindenmeyr Publications,E-Commerce,REP019,Delivered,1400.0,988.33,1.0,978.4467,1383662.0,1369825.38,1369825.38,False,True,2022-03-19,2026-06-24 00:14:59.277238
SO0001191,20220718,2022-07-18,CUST00039,PRD0002,Central National,E-Commerce,REP012,Delivered,501.0,251.55,10.0,226.395,126026.55,113423.9,113423.9,False,True,2022-08-11,2026-06-24 00:14:59.277238
SO0001192,20220525,2022-05-25,CUST00003,PRD0035,North American Distribution,Direct Sales,REP001,Delivered,1002.0,2734.01,13.2,2373.1207,2739478.02,2377866.94,2377866.94,False,True,2022-06-05,2026-06-24 00:14:59.277238
SO0001193,20240916,2024-09-16,CUST00060,PRD0037,Central National,Inside Sales,,Delivered,-1011.0,251.69,8.7,229.793,254458.59,232320.72,-232320.72,True,False,2024-09-26,2026-06-24 00:14:59.277238
SO0001194,20240810,2024-08-10,CUST00024,PRD0016,Lindenmeyr Publications,Inside Sales,REP039,Shipped,786.0,1247.34,0.0,1247.34,980409.24,980409.24,980409.24,False,False,2024-09-09,2026-06-24 00:14:59.277238
SO0001195,20240411,2024-04-11,CUST00036,PRD0029,Lindenmeyr Publications,Agent,REP036,Delivered,653.0,2363.39,8.6,2160.1385,1543293.67,1410570.44,1410570.44,False,False,2024-05-01,2026-06-24 00:14:59.277238
SO0001196,20230715,2023-07-15,CUST00052,PRD0024,North American Distribution,Inside Sales,,Delivered,299.0,3166.82,2.9,3074.9822,946879.18,919419.68,919419.68,False,False,,2026-06-24 00:14:59.277238
SO0001197,20240409,2024-04-09,CUST_UNKNOWN,PRD0037,North American Distribution,E-Commerce,REP008,Delivered,1953.0,2267.5,17.8,1863.885,4428427.5,3640167.4,3640167.4,False,False,2024-04-19,2026-06-24 00:14:59.277238
SO0001198,20221003,2022-10-03,CUST00002,PRD0008,North American Distribution,Inside Sales,REP004,Delivered,792.0,18.81,1.6,18.509,14897.52,14659.13,14659.13,False,False,2022-10-31,2026-06-24 00:14:59.277238
SO0001199,20241031,2024-10-31,CUST00017,PRD0039,Lindenmeyr Publications,<Na>,REP027,Delivered,1809.0,553.54,14.8,471.6161,1001353.86,853153.52,853153.52,False,False,2024-11-03,2026-06-24 00:14:59.277238
SO0001200,,,CUST00062,PRD0007,North American Distribution,<Na>,REP012,Delivered,920.0,2667.0,4.7,2541.651,2453640.0,2338318.92,2338318.92,False,False,2023-06-30,2026-06-24 00:14:59.277238
SO0001201,20220131,2022-01-31,CUST00036,PRD0033,<Na>,Broker,REP005,Shipped,511.0,1495.27,16.7,1245.5599,764082.97,636481.11,636481.11,False,False,2022-02-16,2026-06-24 00:14:59.277238
SO0001202,20240802,2024-08-02,CUST00057,PRD0027,Lindenmeyr Publications,Direct Sales,REP021,Delivered,635.0,1384.36,11.7,1222.3899,879068.6,776217.59,776217.59,False,False,2024-08-16,2026-06-24 00:14:59.277238
SO0001203,20240504,2024-05-04,CUST00048,PRD0001,Lindenmeyr Publications,Inside Sales,REP030,Shipped,1528.0,996.39,20.0,797.112,1522483.92,1217987.14,1217987.14,False,True,,2026-06-24 00:14:59.277238
SO0001204,20241104,2024-11-04,CUST00063,PRD0033,Lindenmeyr Publications,Direct Sales,REP007,Delivered,1818.0,79.16,11.2,70.2941,143912.88,127794.67,127794.67,False,False,2024-11-27,2026-06-24 00:14:59.277238
SO0001205,20230811,2023-08-11,CUST00037,PRD0008,Lindenmeyr Publications,Direct Sales,REP016,Delivered,1108.0,287.02,2.7,279.2705,318018.16,309431.71,309431.71,False,False,2023-08-19,2026-06-24 00:14:59.277238
SO0001206,20230624,2023-06-24,CUST00049,PRD0033,Central National,Direct Sales,REP027,Confirmed,1853.0,,18.7,,4606242.99,,,False,False,2023-07-09,2026-06-24 00:14:59.277238
SO0001207,,,CUST00067,PRD0031,Lindenmeyr Publications,Inside Sales,REP003,Delivered,50.0,,12.9,,2736.0,,,False,False,2024-01-21,2026-06-24 00:14:59.277238
SO0001208,20220402,2022-04-02,CUST00070,PRD0018,Central National,Inside Sales,REP005,Delivered,919.0,,5.9,,550223.68,,,False,False,2022-04-07,2026-06-24 00:14:59.277238
SO0001209,,,CUST00052,PRD0018,Central National,Broker,REP022,Delivered,1709.0,557.49,18.9,452.1244,952750.41,772680.6,772680.6,False,False,,2026-06-24 00:14:59.277238
SO0001210,20241231,2024-12-31,CUST00019,PRD0021,Central National,Agent,REP024,Delivered,89.0,190.92,10.8,170.3006,16991.88,15156.75,15156.75,False,False,2025-01-12,2026-06-24 00:14:59.277238
SO0001211,20240617,2024-06-17,CUST00060,PRD0017,Lindenmeyr Publications,Direct Sales,REP007,Delivered,452.0,966.6,14.1,830.3094,436903.2,375299.85,375299.85,False,False,2024-06-07,2026-06-24 00:14:59.277238
SO0001212,20240412,2024-04-12,CUST00004,PRD0037,Lindenmeyr Publications,Broker,,Delivered,1336.0,,5.0,,3753478.64,,,False,False,2024-05-10,2026-06-24 00:14:59.277238
