OrderID,CustomerID,ProductID,Division,OrderedQty,UnitPrice_USD,LineTotal_USD,DiscountPct,OrderDate,RequestedDeliveryDate,Status,SalesChannel,SalesRepID,POReference,SpecialInstructions,IsRush,SourceSystem,_silver_transformed_at,is_return,discounted_unit_price,calc_line_total_usd
SO0001569,CUST00023,PRD0021,Lindenmeyr Publications,596.0,2859.02,1703975.92,17.2,2024-01-18,2024-01-21,Delivered,Agent,REP021,CUST-PO-15281,Fragile - handle with care,True,CRM,2026-06-24 00:14:16.766567,False,2367.2686,1410892.09
SO0001570,CUST00031,PRD0004,Lindenmeyr Publications,1103.0,394.4,,7.3,2022-07-19,2022-07-23,Shipped,Broker,REP018,,,False,EDI,2026-06-24 00:14:16.766567,False,365.6088,403266.51
SO0001571,CUST00038,PRD0003,Central National,206.0,2266.26,466849.56,13.5,2024-04-28,2024-05-02,Delivered,Agent,REP025,CUST-PO-42367,,True,EDI,2026-06-24 00:14:16.766567,False,1960.3149,403824.87
SO0001572,CUST00055,PRD0004,Lindenmeyr Publications,1716.0,3020.63,5183401.08,8.4,2024-12-14,2024-12-29,Delivered,E-Commerce,REP020,CUST-PO-45809,Fragile - handle with care,False,CRM,2026-06-24 00:14:16.766567,False,2766.8971,4747995.42
SO0001573,CUST00065,PRD0033,Lindenmeyr Publications,1362.0,107.38,146251.56,7.3,2022-11-12,2022-11-07,Delivered,Agent,REP036,CUST-PO-32350,TBC,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,99.5413,135575.25
SO0001574,CUST00007,PRD0002,Lindenmeyr Publications,193.0,1959.59,378200.87,0.2,2024-12-10,2024-12-15,Delivered,Inside Sales,REP019,CUST-PO-79844,Deliver to dock B,False,Web Portal,2026-06-24 00:14:16.766567,False,1955.6708,377444.46
SO0001575,CUST00058,PRD0002,Central National,544.0,683.09,371600.96,13.3,2023-12-11,2023-12-16,Processing,Inside Sales,REP014,CUST-PO-34852,,False,Web Portal,2026-06-24 00:14:16.766567,False,592.239,322178.02
SO0001576,CUST00060,PRD0015,Central National,186.0,509.99,94858.14,2.3,,2023-07-06,Delivered,E-Commerce,REP028,CUST-PO-41104,,False,CRM,2026-06-24 00:14:16.766567,False,498.2602,92676.4
SO0001577,CUST00067,PRD0006,North American Distribution,1174.0,2455.78,2883085.72,12.1,2022-09-10,2022-11-08,On Hold,Direct Sales,REP006,CUST-PO-79936,,False,Web Portal,2026-06-24 00:14:16.766567,False,2158.6306,2534232.32
SO0001578,CUST00027,PRD0036,<Na>,1721.0,1391.23,2394306.83,19.2,2023-01-03,2023-01-29,Delivered,Inside Sales,REP024,CUST-PO-59554,Requires lift gate,False,EDI,2026-06-24 00:14:16.766567,False,1124.1138,1934599.85
SO0001579,CUST00069,PRD0004,North American Distribution,725.0,945.08,685183.0,12.2,2024-07-14,2024-07-21,Confirmed,Inside Sales,REP034,CUST-PO-34082,Fragile - handle with care,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,829.7802,601590.64
SO0001580,CUST00041,PRD0034,North American Distribution,621.0,689.89,428421.69,17.4,2023-10-09,2023-10-24,Delivered,Direct Sales,REP020,CUST-PO-29105,,False,CRM,2026-06-24 00:14:16.766567,False,569.8491,353876.29
SO0001581,CUST00017,PRD0001,Lindenmeyr Publications,1497.0,2247.86,3365046.42,0.3,2023-01-11,2023-01-23,Delivered,Agent,REP025,CUST-PO-91023,,False,EDI,2026-06-24 00:14:16.766567,False,2241.1164,3354951.25
SO0001582,CUST00053,PRD0029,Central National,1381.0,2473.28,3415599.68,9.8,2024-06-23,2024-07-07,Delivered,Broker,,CUST-PO-13004,,False,EDI,2026-06-24 00:14:16.766567,False,2230.8986,3080870.97
SO0001583,CUST00015,PRD0026,Central National,1997.0,716.22,1430291.34,10.2,2023-08-03,2023-08-07,Processing,Direct Sales,REP011,,,False,Web Portal,2026-06-24 00:14:16.766567,False,643.1656,1284401.7
SO0001584,CUST00028,PRD0023,Lindenmeyr Publications,650.0,1305.77,848750.5,11.5,2024-03-06,2024-04-05,Delivered,E-Commerce,REP004,CUST-PO-50453,,True,EDI,2026-06-24 00:14:16.766567,False,1155.6064,751144.16
SO0001585,CUST00047,PRD0027,Lindenmeyr Publications,616.0,792.43,488136.88,18.8,2022-11-15,2022-11-24,Delivered,Direct Sales,REP005,CUST-PO-87410,Fragile - handle with care,False,CRM,2026-06-24 00:14:16.766567,False,643.4532,396367.17
SO0001586,CUST00058,PRD0037,Central National,926.0,1083.28,,8.5,,2024-07-07,Delivered,<Na>,REP001,,Fragile - handle with care,False,CRM,2026-06-24 00:14:16.766567,False,991.2012,917852.31
SO0001588,CUST00017,PRD0004,Central National,21.0,54.61,1146.81,15.2,2022-02-27,2022-02-12,Delivered,Inside Sales,REP010,CUST-PO-41466,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,46.3093,972.5
SO0001589,CUST00040,PRD0010,Central National,554.0,848.73,470196.42,12.9,,2022-02-25,Cancelled,Agent,REP038,CUST-PO-80999,Call before delivery,False,CRM,2026-06-24 00:14:16.766567,False,739.2438,409541.07
SO0001590,CUST00030,PRD0016,Lindenmeyr Publications,81.0,384.17,31117.77,7.2,2024-06-09,2024-06-13,Delivered,E-Commerce,REP018,CUST-PO-63152,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,356.5098,28877.29
SO0001591,CUST00014,PRD0017,Lindenmeyr Publications,1004.0,,0.0,16.9,2022-05-14,2022-06-12,Delivered,E-Commerce,REP016,CUST-PO-59966,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0001592,CUST00069,PRD0014,Lindenmeyr Publications,145.0,604.25,87616.25,8.8,,2024-02-02,Cancelled,<Na>,REP015,CUST-PO-28380,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,551.076,79906.02
SO0001593,CUST00030,PRD0002,Central National,1072.0,460.73,,7.9,2022-08-11,2022-09-10,Delivered,Broker,REP038,CUST-PO-64475,,False,EDI,2026-06-24 00:14:16.766567,False,424.3323,454884.23
SO0001594,CUST00019,PRD0033,Lindenmeyr Publications,1412.0,2706.46,3821521.52,7.1,2022-09-17,,Delivered,Broker,REP018,CUST-PO-34567,,False,Web Portal,2026-06-24 00:14:16.766567,False,2514.3013,3550193.44
SO0001596,CUST00063,PRD0006,North American Distribution,512.0,1263.89,647111.68,14.3,2024-04-04,2024-05-04,Processing,Direct Sales,REP014,CUST-PO-84191,,True,Web Portal,2026-06-24 00:14:16.766567,False,1083.1537,554574.69
SO0001597,CUST00012,PRD0026,North American Distribution,715.0,2224.5,1590517.5,1.9,2024-03-16,2024-04-08,Confirmed,Broker,,CUST-PO-53295,Requires lift gate,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2182.2345,1560297.67
SO0001598,CUST00012,PRD0004,Lindenmeyr Publications,-245.0,1161.08,284464.6,1.9,2023-10-10,2023-10-16,Delivered,Broker,REP031,CUST-PO-87926,Requires lift gate,False,CRM,2026-06-24 00:14:16.766567,True,1139.0195,279059.78
SO0001599,CUST00070,PRD0034,Central National,14.0,1888.46,26438.44,12.8,2024-06-05,2024-06-19,Shipped,Inside Sales,REP038,CUST-PO-84202,Fragile - handle with care,False,CRM,2026-06-24 00:14:16.766567,False,1646.7371,23054.32
SO0001600,CUST00035,PRD0003,North American Distribution,308.0,2572.89,792450.12,5.3,2024-01-05,2024-01-30,Delivered,Inside Sales,REP009,CUST-PO-68470,,True,EDI,2026-06-24 00:14:16.766567,False,2436.5268,750450.25
SO0001601,CUST00011,PRD0023,<Na>,197.0,425.35,83793.95,10.8,2024-09-06,2024-08-23,Confirmed,Broker,REP005,CUST-PO-68173,Requires lift gate,False,CRM,2026-06-24 00:14:16.766567,False,379.4122,74744.2
SO0001602,CUST00006,PRD0008,<Na>,243.0,536.38,130340.34,4.2,2023-11-23,2023-11-30,Shipped,E-Commerce,REP028,CUST-PO-29618,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,513.852,124866.04
SO0001603,CUST00027,PRD0040,Lindenmeyr Publications,965.0,434.82,419601.3,10.8,2023-04-14,2023-05-11,Partially Shipped,E-Commerce,REP021,CUST-PO-57196,TBC,False,EDI,2026-06-24 00:14:16.766567,False,387.8594,374284.32
SO0001604,CUST00023,PRD0030,<Na>,577.0,299.18,172626.86,2.0,2024-02-10,2024-03-08,Processing,E-Commerce,REP022,CUST-PO-28212,,False,CRM,2026-06-24 00:14:16.766567,False,293.1964,169174.32
SO0001605,CUST00014,PRD0004,Central National,1443.0,3192.83,,15.2,2023-08-12,2023-09-11,Partially Shipped,Inside Sales,REP038,CUST-PO-65683,,False,EDI,2026-06-24 00:14:16.766567,False,2707.5198,3906951.07
SO0001606,CUST00033,PRD0022,North American Distribution,462.0,1614.73,746005.26,2.2,2024-09-10,2024-09-15,Delivered,Direct Sales,REP038,CUST-PO-73200,Call before delivery,False,EDI,2026-06-24 00:14:16.766567,False,1579.2059,729593.13
SO0001607,CUST00002,PRD0001,North American Distribution,1299.0,567.68,737416.32,11.9,2023-07-26,2023-08-10,Shipped,Direct Sales,REP014,,,True,Web Portal,2026-06-24 00:14:16.766567,False,500.1261,649663.8
SO0001608,CUST00040,PRD0033,Lindenmeyr Publications,1812.0,418.95,759137.4,12.2,2024-12-19,2024-12-29,Delivered,Inside Sales,REP013,CUST-PO-40712,TBC,True,CRM,2026-06-24 00:14:16.766567,False,367.8381,666522.64
SO0001609,CUST00025,PRD0009,Central National,1584.0,,985295.52,17.5,2023-03-12,2023-03-18,Delivered,<Na>,REP028,CUST-PO-70753,,False,Web Portal,2026-06-24 00:14:16.766567,False,,
SO0001610,CUST00029,PRD0017,North American Distribution,0.0,390.28,0.0,18.5,2022-07-10,2022-11-05,Shipped,Direct Sales,,CUST-PO-97877,TBC,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,318.0782,0.0
SO0001611,CUST00031,PRD0003,Lindenmeyr Publications,1741.0,314.38,547335.58,0.5,2023-04-27,2023-05-26,Delivered,Agent,REP029,CUST-PO-46449,,False,EDI,2026-06-24 00:14:16.766567,False,312.8081,544598.9
SO0001612,CUST00020,PRD0032,Lindenmeyr Publications,129.0,2727.12,351798.48,17.0,2022-01-09,2022-01-29,Delivered,Inside Sales,REP029,CUST-PO-10152,Deliver to dock B,False,CRM,2026-06-24 00:14:16.766567,False,2263.5096,291992.74
SO0001613,CUST99220,PRD0025,Central National,1203.0,1901.6,,11.9,2022-04-18,2022-05-10,Delivered,Inside Sales,REP019,CUST-PO-49000,,False,Web Portal,2026-06-24 00:14:16.766567,False,1675.3096,2015397.45
SO0001614,CUST00065,PRD0006,Central National,1915.0,2530.33,4845581.95,18.7,2022-02-05,2022-02-12,Delivered,Agent,REP026,,Fragile - handle with care,False,CRM,2026-06-24 00:14:16.766567,False,2057.1583,3939458.14
SO0001615,CUST00027,PRD0016,Lindenmeyr Publications,-234.0,2922.25,683806.5,7.4,2023-06-18,,Confirmed,Direct Sales,REP016,,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,True,2706.0035,633204.82
SO0001616,CUST00049,PRD0027,Lindenmeyr Publications,483.0,2024.43,977799.69,18.9,2023-04-22,2023-05-22,Delivered,Inside Sales,REP039,CUST-PO-65791,,False,EDI,2026-06-24 00:14:16.766567,False,1641.8127,792995.53
SO0001617,CUST00063,PRD0004,Central National,336.0,101.82,34211.52,16.1,,2023-09-04,Delivered,E-Commerce,REP026,CUST-PO-98434,TBC,False,Web Portal,2026-06-24 00:14:16.766567,False,85.427,28703.47
SO0001618,CUST00006,PRD0033,North American Distribution,0.0,1136.57,0.0,16.1,2022-06-18,2022-07-02,Partially Shipped,Broker,REP007,CUST-PO-62263,,False,Web Portal,2026-06-24 00:14:16.766567,False,953.5822,0.0
SO0001619,CUST00016,PRD0022,<Na>,49.0,2574.79,126164.71,0.8,2024-05-23,2024-06-05,Delivered,Broker,REP001,,TBC,False,Web Portal,2026-06-24 00:14:16.766567,False,2554.1917,125155.39
SO0001620,CUST00020,PRD0003,Lindenmeyr Publications,683.0,709.71,484731.93,0.0,2023-06-30,2023-07-28,Delivered,<Na>,REP014,CUST-PO-30468,,False,EDI,2026-06-24 00:14:16.766567,False,709.71,484731.93
SO0001621,CUST00011,PRD0005,North American Distribution,1860.0,3123.77,5810212.2,3.6,2023-01-07,2023-01-17,Cancelled,Inside Sales,REP027,CUST-PO-43691,Call before delivery,False,CRM,2026-06-24 00:14:16.766567,False,3011.3143,5601044.6
SO0001622,CUST00047,PRD0029,Central National,1152.0,1821.68,2098575.36,4.6,2023-05-24,2023-06-13,Shipped,E-Commerce,REP032,CUST-PO-45138,,False,,2026-06-24 00:14:16.766567,False,1737.8827,2002040.87
SO0001623,CUST00015,PRD0028,Central National,1248.0,2108.57,2631495.36,10.2,2024-07-15,2024-07-29,Shipped,Broker,REP038,CUST-PO-26252,,True,Web Portal,2026-06-24 00:14:16.766567,False,1893.4959,2363082.88
SO0001625,CUST00006,PRD0001,<Na>,795.0,2284.83,1816439.85,10.7,2024-04-28,2024-05-13,Delivered,Inside Sales,REP006,CUST-PO-72596,,False,EDI,2026-06-24 00:14:16.766567,False,2040.3532,1622080.79
SO0001626,CUST00040,PRD0007,Central National,1763.0,1463.11,2579462.93,5.9,,2022-03-09,Delivered,Direct Sales,REP016,,,False,Web Portal,2026-06-24 00:14:16.766567,False,1376.7865,2427274.6
SO0001628,CUST00038,PRD0024,Lindenmeyr Publications,30.0,,,1.9,2024-06-23,2024-07-08,Shipped,Direct Sales,REP020,CUST-PO-50966,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0001629,CUST00017,PRD0013,North American Distribution,802.0,,981238.98,0.8,2023-09-22,2023-10-20,Confirmed,E-Commerce,,CUST-PO-28258,,False,CRM,2026-06-24 00:14:16.766567,False,,
SO0001630,CUST00036,PRD0021,Central National,760.0,3182.93,2419026.8,4.3,2024-01-17,2024-01-24,Delivered,Direct Sales,REP036,CUST-PO-63362,Requires lift gate,False,EDI,2026-06-24 00:14:16.766567,False,3046.064,2315008.64
SO0001631,CUST00012,PRD0007,North American Distribution,1796.0,2252.34,4045202.64,8.2,2023-03-11,2023-03-16,Confirmed,Direct Sales,REP038,CUST-PO-30642,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2067.6481,3713495.99
SO0001632,CUST00053,PRD0036,Lindenmeyr Publications,1143.0,270.15,308781.45,0.0,2022-08-16,2022-09-15,Processing,Broker,REP027,CUST-PO-49413,Deliver to dock B,True,CRM,2026-06-24 00:14:16.766567,False,270.15,308781.45
SO0001633,CUST00021,PRD0012,<Na>,553.0,989.92,547425.76,15.7,2022-05-10,2022-05-05,Delivered,Agent,,CUST-PO-52235,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,834.5026,461479.94
SO0001634,CUST00058,PRD0026,<Na>,215.0,2221.37,477594.55,16.5,2024-06-20,2024-07-20,Delivered,Broker,REP005,CUST-PO-28368,,False,CRM,2026-06-24 00:14:16.766567,False,1854.8439,398791.44
SO0001635,CUST00055,PRD0008,Lindenmeyr Publications,1301.0,842.92,1096638.92,16.5,2022-02-18,,Delivered,E-Commerce,REP016,CUST-PO-31284,,False,EDI,2026-06-24 00:14:16.766567,False,703.8382,915693.5
SO0001636,CUST00010,PRD0002,<Na>,7.0,2538.13,17766.91,2.9,2024-04-09,2024-05-05,Delivered,Agent,REP016,CUST-PO-32167,Requires lift gate,True,,2026-06-24 00:14:16.766567,False,2464.5242,17251.67
SO0001637,CUST00025,PRD0032,North American Distribution,1844.0,1612.65,2973726.6,5.6,2024-06-24,2024-07-20,Shipped,E-Commerce,REP020,CUST-PO-57016,,False,CRM,2026-06-24 00:14:16.766567,False,1522.3416,2807197.91
SO0001638,CUST00052,PRD0005,Central National,347.0,531.9,184569.3,5.6,,2024-04-01,Processing,Agent,REP020,CUST-PO-76943,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,502.1136,174233.42
SO0001639,CUST00019,PRD0004,North American Distribution,1383.0,1794.77,2482166.91,1.5,,2023-07-11,Delivered,E-Commerce,REP016,CUST-PO-63041,,False,Web Portal,2026-06-24 00:14:16.766567,False,1767.8484,2444934.34
SO0001640,CUST00052,PRD0031,North American Distribution,259.0,1650.44,427463.96,8.2,2024-03-06,2024-04-05,Delivered,E-Commerce,REP007,CUST-PO-95292,,True,EDI,2026-06-24 00:14:16.766567,False,1515.1039,392411.91
SO0001641,CUST00017,PRD0004,Lindenmeyr Publications,65.0,30.09,1955.85,0.1,2023-12-28,2024-01-25,Delivered,Agent,REP017,CUST-PO-61022,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,30.0599,1953.89
SO0001642,CUST00012,PRD0011,Lindenmeyr Publications,1239.0,2829.36,3505577.04,5.1,2022-10-31,2022-11-14,Delivered,E-Commerce,REP023,CUST-PO-92489,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2685.0626,3326792.56
SO0001643,CUST00004,PRD0016,Central National,1133.0,1309.35,1483493.55,1.2,2022-10-03,2022-04-03,Confirmed,E-Commerce,REP025,CUST-PO-85069,,False,CRM,2026-06-24 00:14:16.766567,False,1293.6378,1465691.63
SO0001644,CUST00004,PRD0010,Lindenmeyr Publications,1714.0,,1369931.64,17.8,2022-08-22,2022-08-30,Delivered,Inside Sales,REP017,CUST-PO-76086,,False,CRM,2026-06-24 00:14:16.766567,False,,
SO0001645,CUST00055,PRD0023,Central National,1234.0,,2628901.26,8.9,2023-09-19,2023-10-04,Delivered,Agent,REP010,,,False,Web Portal,2026-06-24 00:14:16.766567,False,,
SO0001646,CUST00044,PRD0016,North American Distribution,610.0,2278.31,1389769.1,0.0,2022-01-23,,Confirmed,Direct Sales,REP017,CUST-PO-86858,Requires lift gate,False,CRM,2026-06-24 00:14:16.766567,False,2278.31,1389769.1
SO0001647,CUST00067,PRD0025,Central National,1319.0,,3190898.42,7.5,2024-10-27,2024-11-11,Delivered,Agent,REP005,,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0001648,CUST00012,PRD0007,North American Distribution,1225.0,2213.39,,0.7,2022-06-13,2022-06-30,On Hold,Broker,REP029,CUST-PO-81251,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2197.8963,2692422.97
SO0001649,CUST00051,PRD0015,North American Distribution,1510.0,,2423021.5,11.3,2022-10-16,2022-10-09,Delivered,E-Commerce,REP024,CUST-PO-76173,,False,Web Portal,2026-06-24 00:14:16.766567,False,,
SO0001650,CUST99222,PRD0022,Central National,731.0,3045.53,2226282.43,2.4,2024-05-26,2024-08-06,Delivered,Inside Sales,REP036,,,True,EDI,2026-06-24 00:14:16.766567,False,2972.4373,2172851.67
SO0001651,CUST00059,PRD0028,Central National,397.0,3083.32,1224078.04,5.6,2022-10-17,2022-11-10,Processing,Agent,REP004,CUST-PO-51291,,False,CRM,2026-06-24 00:14:16.766567,False,2910.6541,1155529.68
SO0001652,CUST00064,PRD0004,Central National,68.0,814.02,,4.9,2024-06-16,2024-06-30,Shipped,Direct Sales,REP028,,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,774.133,52641.04
SO0001653,CUST00038,PRD0024,Lindenmeyr Publications,342.0,437.4,,11.6,2023-06-08,,Delivered,Direct Sales,REP004,CUST-PO-41587,Requires lift gate,False,CRM,2026-06-24 00:14:16.766567,False,386.6616,132238.27
SO0001654,CUST00057,PRD0027,North American Distribution,873.0,2295.73,2004172.29,1.0,2024-01-28,2024-02-12,Partially Shipped,E-Commerce,REP010,CUST-PO-53115,,False,EDI,2026-06-24 00:14:16.766567,False,2272.7727,1984130.57
SO0001655,CUST00057,PRD0017,Central National,474.0,3077.66,1458810.84,6.0,2023-04-26,2023-05-16,Delivered,Inside Sales,REP022,CUST-PO-71804,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2893.0004,1371282.19
SO0001656,CUST00070,PRD0013,Central National,548.0,2469.33,1353192.84,7.6,2022-03-26,2022-05-04,Shipped,Broker,REP034,CUST-PO-43153,,False,EDI,2026-06-24 00:14:16.766567,False,2281.6609,1250350.17
SO0001658,CUST00018,PRD0002,Lindenmeyr Publications,1404.0,1986.16,,3.1,2023-07-20,2023-07-24,Delivered,E-Commerce,REP010,CUST-PO-74599,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1924.589,2702122.96
SO0001659,CUST00007,PRD0014,Central National,1798.0,1514.07,2722297.86,11.5,2022-09-27,2022-10-01,Shipped,Agent,,CUST-PO-94514,,True,Web Portal,2026-06-24 00:14:16.766567,False,1339.9519,2409233.52
SO0001660,CUST00021,PRD0027,Lindenmeyr Publications,401.0,634.67,254502.67,8.2,2022-09-12,2022-07-10,Delivered,Inside Sales,REP010,CUST-PO-30813,,False,CRM,2026-06-24 00:14:16.766567,False,582.6271,233633.47
SO0001661,CUST00032,PRD0017,North American Distribution,1584.0,299.61,474582.24,4.9,2024-12-15,2024-12-27,Delivered,Agent,REP002,CUST-PO-89221,,False,CRM,2026-06-24 00:14:16.766567,False,284.9291,451327.69
SO0001662,CUST00055,PRD0029,Lindenmeyr Publications,1334.0,474.59,633103.06,20.0,2022-08-25,2022-09-08,Shipped,Inside Sales,REP034,CUST-PO-72167,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,379.672,506482.45
SO0001663,CUST00065,PRD0022,North American Distribution,1919.0,,2668561.4,10.0,2024-03-29,2024-04-25,Delivered,Direct Sales,REP015,CUST-PO-92481,,False,EDI,2026-06-24 00:14:16.766567,False,,
SO0001664,CUST00020,PRD0014,Central National,809.0,2304.89,1864656.01,11.5,2023-11-09,2023-12-07,Delivered,Direct Sales,,CUST-PO-52964,,True,EDI,2026-06-24 00:14:16.766567,False,2039.8276,1650220.53
SO0001665,CUST00001,PRD0011,Lindenmeyr Publications,1014.0,3084.59,3127774.26,9.9,2024-05-23,2024-12-06,Delivered,Agent,REP040,CUST-PO-17437,Call before delivery,True,Web Portal,2026-06-24 00:14:16.766567,False,2779.2156,2818124.62
SO0001666,CUST00051,PRD0017,Central National,515.0,348.36,,14.5,2024-09-17,2024-10-06,Shipped,E-Commerce,REP012,CUST-PO-10764,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,297.8478,153391.62
SO0001667,CUST00014,PRD0028,Lindenmeyr Publications,401.0,1065.74,427361.74,7.0,2024-11-16,2024-11-29,Delivered,Inside Sales,,CUST-PO-35526,TBC,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,991.1382,397446.42
SO0001668,CUST00004,PRD0014,Lindenmeyr Publications,1086.0,113.66,123434.76,16.0,2023-05-28,2023-06-22,Processing,Broker,REP018,CUST-PO-86268,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,95.4744,103685.2
SO0001670,CUST00059,PRD0040,Central National,1942.0,429.82,834710.44,9.0,2022-03-05,2022-03-16,Delivered,E-Commerce,REP035,CUST-PO-95233,,False,CRM,2026-06-24 00:14:16.766567,False,391.1362,759586.5
SO0001671,CUST00017,PRD0007,Lindenmeyr Publications,606.0,3069.61,1860183.66,5.0,2023-06-16,,Delivered,Broker,,CUST-PO-28900,,True,EDI,2026-06-24 00:14:16.766567,False,2916.1295,1767174.48
SO0001672,CUST00045,PRD0034,Central National,0.0,2892.1,0.0,13.4,2023-08-17,2023-09-13,Delivered,E-Commerce,REP011,CUST-PO-45741,,False,EDI,2026-06-24 00:14:16.766567,False,2504.5586,0.0
SO0001673,CUST00061,PRD0017,Central National,553.0,407.45,225319.85,3.6,2023-08-17,2023-08-24,Delivered,E-Commerce,REP036,CUST-PO-86743,,False,CRM,2026-06-24 00:14:16.766567,False,392.7818,217208.34
SO0001674,CUST00039,PRD0006,North American Distribution,827.0,,1007186.76,7.5,2023-09-08,2023-09-25,Processing,Inside Sales,REP020,CUST-PO-98627,,True,Web Portal,2026-06-24 00:14:16.766567,False,,
SO0001675,CUST00047,PRD0017,North American Distribution,40.0,328.25,13130.0,0.0,2023-02-13,2023-02-17,Delivered,E-Commerce,REP016,CUST-PO-74353,,True,CRM,2026-06-24 00:14:16.766567,False,328.25,13130.0
SO0001676,CUST00045,PRD0008,Lindenmeyr Publications,626.0,674.03,421942.78,14.8,2024-07-12,,On Hold,E-Commerce,REP001,CUST-PO-92840,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,574.2736,359495.27
SO0001677,CUST00018,PRD0028,Lindenmeyr Publications,1895.0,782.98,1483747.1,4.8,2022-02-23,2022-03-12,Delivered,Direct Sales,REP021,CUST-PO-42767,Deliver to dock B,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,745.397,1412527.32
SO0001678,CUST00063,PRD0036,Central National,1949.0,2480.25,4834007.25,5.1,,2024-02-20,Partially Shipped,Broker,REP011,CUST-PO-96555,,False,CRM,2026-06-24 00:14:16.766567,False,2353.7572,4587472.78
SO0001679,CUST00021,PRD0031,Central National,1770.0,903.38,1598982.6,13.8,2022-01-25,2022-02-13,Delivered,E-Commerce,REP038,,,False,Web Portal,2026-06-24 00:14:16.766567,False,778.7136,1378323.07
SO0001680,CUST00012,PRD0016,Lindenmeyr Publications,1566.0,387.45,606746.7,16.5,2024-09-01,2024-09-06,Partially Shipped,Broker,REP012,CUST-PO-12744,,False,Web Portal,2026-06-24 00:14:16.766567,False,323.5207,506633.42
SO0001681,CUST00002,PRD0035,North American Distribution,1438.0,,3559740.24,7.5,2022-01-04,2022-01-10,Shipped,Broker,REP007,CUST-PO-75140,,False,EDI,2026-06-24 00:14:16.766567,False,,
SO0001682,CUST00036,PRD0040,Central National,86.0,,261573.3,6.2,2023-10-27,2023-11-23,Confirmed,Agent,REP020,CUST-PO-78098,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0001683,CUST00040,PRD0014,Lindenmeyr Publications,498.0,238.77,118907.46,15.8,,2022-09-07,Delivered,Broker,REP037,CUST-PO-87466,,False,EDI,2026-06-24 00:14:16.766567,False,201.0443,100120.06
SO0001684,CUST00012,PRD0023,Central National,1434.0,1065.06,1527296.04,14.1,2022-08-31,2022-09-03,Delivered,Direct Sales,REP019,CUST-PO-14194,,True,CRM,2026-06-24 00:14:16.766567,False,914.8865,1311947.24
SO0001685,CUST00048,PRD0030,North American Distribution,1072.0,1810.45,1940802.4,3.6,2024-05-23,2024-06-04,Delivered,Inside Sales,REP035,CUST-PO-79900,,False,EDI,2026-06-24 00:14:16.766567,False,1745.2738,1870933.51
SO0001686,CUST00050,PRD0013,North American Distribution,1129.0,1094.94,1236187.26,4.2,2022-02-15,2022-03-16,Delivered,Broker,REP029,CUST-PO-26525,Deliver to dock B,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1048.9525,1184267.37
SO0001687,CUST00007,PRD0029,<Na>,639.0,2671.95,1707376.05,6.2,2023-12-21,2024-01-17,Delivered,<Na>,REP040,CUST-PO-68827,,False,EDI,2026-06-24 00:14:16.766567,False,2506.2891,1601518.73
SO0001688,CUST00046,PRD0030,Lindenmeyr Publications,1314.0,,359247.6,6.2,2022-05-05,2022-05-16,Delivered,Direct Sales,REP018,CUST-PO-73611,Requires lift gate,False,CRM,2026-06-24 00:14:16.766567,False,,
SO0001689,CUST00033,PRD0011,<Na>,304.0,136.51,41499.04,4.1,2024-09-21,2024-10-06,Delivered,Broker,REP015,CUST-PO-79910,Deliver to dock B,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,130.9131,39797.58
SO0001690,CUST00021,PRD0019,North American Distribution,1715.0,2870.93,4923644.95,14.5,2022-05-04,2022-06-02,Delivered,Agent,REP034,CUST-PO-30116,,False,EDI,2026-06-24 00:14:16.766567,False,2454.6452,4209716.52
