OrderID,CustomerID,ProductID,Division,OrderedQty,UnitPrice_USD,LineTotal_USD,DiscountPct,OrderDate,RequestedDeliveryDate,Status,SalesChannel,SalesRepID,POReference,SpecialInstructions,IsRush,SourceSystem
SO0001349, CUST00003 ,PRD0026,North American Distribution,1034,1415.1,1463213.4,5.1,2023-10-28,2023-10-24,  CANCELLED  ,Direct Sales,REP017,CUST-PO-92249,Fragile - handle with care,0,CRM
SO0001350,CUST00036,PRD0019,North American Distribution,1945,2320.53,4513430.85,13.6,02-May-2022,2022-05-20,Processing,Inside Sales,REP006,CUST-PO-38324,Fragile - handle with care,0,SQL_Server_Sales
SO0001351,CUST00017,PRD0013,Lindenmeyr Publications,1277,271.22,346347.94,11.0,2023-04-27,2023-05-05,  Shipped  ,Agent,REP034,CUST-PO-90386,,0,Web Portal
SO0001352,CUST00027,PRD0007,Central National,1901,1511.27,2872924.27,18.6,2023-12-15,2023-12-25,Delivered,E-COMMERCE,REP008,,Fragile - handle with care,0,Web Portal
SO0001353,CUST00037,PRD0029,North American Distribution,1126,3085.51,3474284.26,1.9,24-Oct-2024,2024-11-16,On Hold,E-Commerce,REP032,CUST-PO-86939,TBC,Yes,EDI
SO0001354,CUST00009,PRD0040,North American Distribution,980,3146.63,3083697.4,11.6,25-Oct-2022,2022-11-10,Delivered,Broker,REP005,CUST-PO-82979,N/A,0,SQL_Server_Sales
SO0001355,CUST00061,PRD0031,lindenmeyr publications,81,2211.11,179099.91,9.7,2022-02-28,2022-03-17,Processing,Agent,REP029,CUST-PO-55438,,1,SQL_Server_Sales
SO0001356,CUST00007,PRD0019,Lindenmeyr Publications,1676,2250.03,3771050.28,6.3,08/20/24,10-Sep-2024,Delivered,Broker,,CUST-PO-69539,N/A,0,SQL_Server_Sales
SO0001357,CUST00022,PRD0006,North American Distribution,190,1982.0,376580.0,19.8,2023-07-04,27-Jul-2023,On Hold,E-Commerce,REP034,CUST-PO-72765,,1,
SO0001358,CUST00056,PRD0020,Central National,1569,27.47,43100.43 USD,10.4,2023-03-05,2023-03-20,Shipped,Broker,REP039,CUST-PO-52773,Fragile - handle with care,0,EDI
SO0001359,CUST99664,PRD0015,North American Distribution,412,1385.65,570887.8,8.0,29/10/2024,11-19-2024,shipped,Direct Sales,REP026,CUST-PO-86159,,TRUE,EDI
SO0001360,CUST00030,PRD0026,North American Distribution,0,1738.52 USD,0.0,1.4,2022-12-03,12/21/22,confirmed,Direct Sales,REP011,CUST-PO-23233,,0,EDI
SO0001361,CUST00014,PRD0002,,364,1478.89,538315.96,1.1,2022-12-02,17-Dec-2022,Delivered,Broker,REP015,CUST-PO-71180,TBC,0,Web Portal
SO0001362,CUST00059,PRD0001,NORTH AMERICAN DISTRIBUTION,1790,1859.58,3328648.2,17.0,03/15/24,2024-04-03,Delivered,Direct Sales,REP006,CUST-PO-71233,,0,EDI
SO0001363,CUST00070,PRD0031,Lindenmeyr Publications,1229,1983.76,2438041.04,19.8,2022-02-12,05-Feb-2022,Delivered,Agent,REP025,CUST-PO-67139,,0,Web Portal
SO0001364,CUST00043,PRD0009,Lindenmeyr Publications,901,2759.65,2486444.65,6.2,2022-04-26,2022-05-01,Deliverd,Direct Sales,REP038,CUST-PO-49931,Fragile - handle with care,0,Web Portal
SO0001365,CUST00046,PRD0010,Central National,1782,624.48,"$1,112,823.36",18.2,2023-06-19,2023-07-19,   Delivered  ,Inside Sales,REP014,CUST-PO-65368,,0,Web Portal
SO0001366,CUST00017,PRD0032,North American Distribution,1822,1815.4,3307658.8,10.2,2024-10-18,2024-11-05,delivered,Agent,REP003,CUST-PO-80308,,1,EDI
SO0001367,CUST00025,PRD0031,NORTH AMERICAN DISTRIBUTION,807,1183.81,955334.67,18.2,01 June 2022,2022-06-08,  Delivered  ,Broker,REP040,CUST-PO-72843,Call before delivery,0,Web Portal
SO0001368,   CUST00068  ,PRD0023,Central National,491,2041.25,1002253.75,5.0,12-02-2023,12-15-2023,confirmed,Inside Sales,REP015,CUST-PO-18023,,0,SQL_Server_Sales
SO0001369,CUST99042,PRD0027,North American Distribution,1174,2275.45,2671378.3,3.1,2024-10-18,2024-11-03,Delivered,Direct Sales,REP040,CUST-PO-90547,Requires lift gate,0,Web Portal
   SO0001370  ,CUST00063,PRD0030,Lindenmeyr Publications,230,1002.7,230621.0,11.7,16/01/2023,2023-01-30,Delivered,Inside Sales,REP014,CUST-PO-61339,Fragile - handle with care,0,CRM
SO0001371,CUST00050,PRD0009,Lindenmeyr Publications,1553,0.0,0.0,16.4,2022/02/19,2022-03-15,Delivered,E-Commerce,REP038,CUST-PO-47948,,0,CRM
SO0001372,  CUST00048,PRD0014,Lindenmeyr Publications,234,171.35,40095.9,17.6,2022-03-03,2022-03-16,shipped,Inside Sales,REP011,CUST-PO-85905,,1,CRM
SO0001373,CUST00014,PRD0013,Central National,1138,1841.94,2096127.72,17.8,22 January 2022,01-28-2022,Cancelled,Agent,REP028,CUST-PO-21527,,0,CRM
 SO0001374 ,CUST00032,PRD0017,Central National,1415,1311.49,1855758.35,5.5,2023/01/24,2023-02-12,Delivered,E-Commerce,REP002,,Deliver to dock B,1,CRM
  SO0001375,CUST00039,PRD0010,CENTRAL NATIONAL,880,637.47 USD,560973.6,,2023/12/07,2023-12-31,Delivered,Broker,,CUST-PO-19766,Requires lift gate,0,EDI
SO0001376,CUST00062,PRD0021,Lindenmeyr Publications,192,1729.12,331991.04,9.0,2024-08-08,08-16-2024,Delivered,BROKER,REP016,CUST-PO-55491,Fragile - handle with care,0,EDI
SO0001377,CUST00060,PRD0018,North American Distribution,1564,1329.76,2079744.64,3.9,06-20-2023,2023-07-11,CANCELLED,E-Commerce,REP012,CUST-PO-34066,,TRUE,Web Portal
SO0001378,CUST00067,PRD0002,Lindenmeyr Publications,1169,2951.59,"$3,450,408.71",14.4,2022-12-02,2022-12-21,Shipped,Direct Sales,REP025,CUST-PO-33938,Fragile - handle with care,0,SQL_Server_Sales
SO0001379,CUST00048,PRD0035,Lindenmeyr Publications,1966,1245.31,2448279.46,8.4,2023-03-16,2023-03-20,Delivered,E-COMMERCE,REP033,CUST-PO-25866,,1,SQL_Server_Sales
SO0001380,CUST00038,PRD0036,central national,1255,2118.11,2658228.05,7.5,18-Dec-2023,31 December 2023,Processing,Agent,REP002,CUST-PO-88575,,0,CRM
SO0001381,CUST00002,PRD0027,Lindenmeyr Publications,54,1689.53,91234.62,4.7,2024-12-20,2025-01-15,Delivered,Inside Sales,REP003,CUST-PO-90494,Requires lift gate,0,Web Portal
SO0001382,CUST00041,PRD0027,Central National,1324,2258.26,2989936.24,3.9,2023-07-03,2023-07-07,Delivered,,REP023,CUST-PO-29147,,1,SQL_Server_Sales
SO0001383,CUST00063,PRD0009,North American Distribution,323,527.19,170282.37,6.7,26/12/2024,01/04/25,Delivered,Broker,REP023,CUST-PO-56770,,0,CRM
SO0001384,CUST00027,PRD0014,North American Distribution,1489,1839.15,2738494.35,5.7,30/03/2023,2023-04-21,Delivered,Inside Sales,REP020,CUST-PO-53958,,0,
SO0001385,CUST00014,PRD0025,Lindenmeyr Publications,1608,3175.91,5106863.28,5.9,11/19/23,2023-12-03,  Shipped  ,Broker,REP018,CUST-PO-24951,,Yes,SQL_Server_Sales
SO0001386,CUST00006,PRD0032,Central National,787,1194.22,939851.14,4.2,2024-11-22,2024-12-11,Delivered,Direct Sales,REP038,CUST-PO-88774,,0,CRM
SO0001387,CUST00017,PRD0027,Central National,955,0.0,0.0,1.9,2022-04-03,2022/04/12,Confirmed,Agent,REP005,,,1,CRM
SO0001388,  CUST00063  ,PRD0009,Lindenmeyr Publications,1393,2937.32,4091686.76,18.7,04/08/22,2022-04-24,  Delivered,E-Commerce,REP037,CUST-PO-78258,,TRUE,EDI
SO0001389,CUST00003,PRD0016,Lindenmeyr Publications,938,3112.53,2919553.14,16.8,2023-02-04,2023/03/06,Delivered,Inside Sales,REP003,CUST-PO-91666,,0,SQL_Server_Sales
SO0001390,CUST00031,PRD0038,Central National,1692,926.62,1567841.04,,07-22-2023,16-Aug-2023,Cancelled,Agent,REP028,CUST-PO-14051,N/A,0,SQL_Server_Sales
SO0001391, CUST00014,PRD0032,Lindenmeyr Publications,1562,1395.36,2179552.32,3.1,04-29-2023,04-May-2023,Delivered,Direct Sales,REP001,CUST-PO-62422,,0,
SO0001392,CUST00002,,Central National,1684,1928.13 USD,3246970.92,1.2,2023-12-11,2023-12-30,Deliverd,Agent,REP011,CUST-PO-78518,,0,EDI
SO0001393,CUST00047,PRD0027,Central National,171,2273.73,388807.83,7.8,2024/02/11,2024-03-10,Confirmed,Direct Sales,REP023,CUST-PO-38118,Call before delivery,1,Web Portal
SO0001394,CUST00023,PRD0034,Central National,1157,1065.15,1232378.55,16.0,2024-09-18,03-Sep-2024,Confirmed,Inside Sales,REP014,CUST-PO-98476,Fragile - handle with care,0,EDI
SO0001395,CUST00058,PRD0014,Central National,1834,0.0,0.0,4.7,2024/08/15,2024-09-02,Delivered,Direct Sales,REP025,CUST-PO-90392,,0,Web Portal
SO0001396,  CUST00006 ,PRD0015,North American Distribution,9,1885.79,16972.11,,2024-01-08,01/12/24,Delivered,E-Commerce,REP017,CUST-PO-32009,,1,CRM
SO0001397,CUST00029,PRD0002,North American Distribution,1433,748.61,1072758.13,5.2,2024-12-10,2024-12-13,Delivered,E-Commerce,REP021,CUST-PO-68549,,0,CRM
SO0001398,CUST00065,PRD0026,North American Distribution,138,641.35,"$88,506.30",18.3,19 January 2022,2022/01/06,Delivered,Inside Sales,REP034,,Fragile - handle with care,0,EDI
SO0001399,CUST00064,PRD0001,Central National,1200,1004.96,1205952.0,15.6,2022-08-13,2022-09-12,Delivered,Agent,REP001,,,0,CRM
SO0001400,CUST00069,PRD0017,Central National,374,68.28,25536.72,13.1,2024-08-02,2024-08-12,Confirmed,Agent,REP032,CUST-PO-74641,Requires lift gate,0,CRM
SO0001401,CUST00016,PRD0006,Lindenmeyr Publications,734,2596.73,1905999.82,14.0,2024-09-28,2024-10-04,Shipped,Inside Sales,REP005,CUST-PO-69692,Call before delivery,0,EDI
SO0001402,CUST00036,PRD0011,North American Distribution,1148,3114.76,3575744.48,19.3,14-Jun-2022,28-Jun-2022, Shipped  ,Inside Sales,REP013,CUST-PO-55471,,TRUE,CRM
SO0001403,CUST00056,PRD0013,Lindenmeyr Publications,1322,79.66,105310.52,2.7,2022-01-12,2022-02-11,Cancelled,broker,REP037,CUST-PO-51913,,0,EDI
SO0001404,CUST00067,PRD0011,North American Distribution,1381,855.5,1181445.5,2.9,13 February 2024,2024-03-03,Delivered,E-Commerce,,CUST-PO-59974,Call before delivery,0,Web Portal
SO0001405,CUST00024,PRD0001,,835,2161.33,1804710.55,,07-Jan-2024,2024-01-22,Delivered,E-Commerce,REP032,CUST-PO-46206,,0,SQL_Server_Sales
SO0001406,CUST00015,PRD0009,North American Distribution,1697,2561.31,4346543.07,15.8,21 June 2022,2022-07-19,Delivered,Inside Sales,REP024,CUST-PO-49442,,TRUE,Web Portal
SO0001407,CUST00013,PRD0024,Lindenmeyr Publications,402,1799.55,723419.1,16.4,2024-04-17,2024/05/16,Delivered,Inside Sales,REP027,CUST-PO-85755,,0,CRM
SO0001408,CUST00010,PRD0025,Lindenmeyr Publications,1850,1879.93,3477870.5,1.1,2022-09-17,27 September 2022,Delivered,broker,,CUST-PO-54934,,0,SQL_Server_Sales
SO0001409,CUST00020,PRD0034,Lindenmeyr Publications,808,1036.58,837556.64,11.3,12-20-2022,2022-12-23,Delivered,E-Commerce,REP031,CUST-PO-42146,Call before delivery,0,Web Portal
SO0001410,CUST00017,PRD0007,,1643,375.38,616749.34,17.2,24/08/2022,2022-09-21,Delivered,AGENT,REP014,CUST-PO-50835,,0,CRM
SO0001411,CUST00064,PRD0008,North American Distribution,1089,1535.18,1671811.02,8.1,04/18/23,05/13/23,Delivered,E-Commerce,REP006,CUST-PO-92540,Deliver to dock B,0,EDI
SO0001412,CUST00047,PRD0017,Central National,582,"$2,226.32",1295718.24,,07 April 2024,2024-05-01,Delivered,Broker,REP033,CUST-PO-94087,,0,CRM
SO0001413,CUST00042,PRD0009,Central National,1779,3092.71,5501931.09,9.6,2022-08-11,2022-09-01,DELIVERED,E-Commerce,REP003,CUST-PO-14235,,0,EDI
SO0001414,CUST00049,PRD0019,Central National,1809,397.57,719204.13,14.4,2022-06-16,2022-07-14,Delivered,Inside Sales,REP020,CUST-PO-48013,,0,Web Portal
SO0001415,CUST00030,PRD0021,Lindenmeyr Publications,484,899.57,435391.88,4.5,2023-07-27,2023-08-06,Delivered,Inside Sales,REP018,CUST-PO-65359,Deliver to dock B,TRUE,EDI
SO0001416,CUST00042,PRD0024,North American Distribution,1887,483.94,913194.78,4.6,2024-01-25,2024-02-02,Processing,Inside Sales,REP039,CUST-PO-98091,,0,EDI
SO0001417,CUST00024,PRD0040,North American Distribution,213,1191.89 USD,253872.57,16.5,10/30/22,13 November 2022,Delivered,Inside Sales,REP021,CUST-PO-91412,,1,EDI
SO0001418,CUST00027,PRD0026,NORTH AMERICAN DISTRIBUTION,108,$403.71,43600.68,11.8,2023-06-06,06-28-2023,Delivered,Broker,REP028,CUST-PO-62773,,1,Web Portal
SO0001419,CUST00051,PRD0035,North American Distribution,647,2797.84,1810202.48,,2022/05/06,30-May-2022,Delivered,Direct Sales,REP007,CUST-PO-88256,,0,CRM
SO0001420,CUST00034,PRD0009,,1057,930.2 USD,983221.4,9.5,2024-09-05,2024-09-25,Procesing,Agent,REP014,CUST-PO-23725,,1,Web Portal
SO0001421,CUST00018,PRD0010,Lindenmeyr Publications,1726,400.85,691867.1,19.9,2024-05-21,24-May-2024,Delivered,Direct Sales,REP006,CUST-PO-98811,,0,EDI
SO0001422,CUST00028,PRD0016,central national,1492,415.01,619194.92,10.1,10/31/22,2022-11-19,Delivered,Direct Sales,REP027,CUST-PO-28769,Deliver to dock B,0,EDI
SO0001423,CUST00062,PRD0013,North American Distribution,227,1415.71,321366.17,15.8,2024-07-23,2024/07/27,Cancelled,E-Commerce,REP038,CUST-PO-62236,,0,EDI
SO0001424,CUST00041,PRD0019,North American Distribution,1918,451.21,865420.78,,2022-12-03,2022-12-13,Delivered,E-Commerce,,CUST-PO-35986,,0,Web Portal
SO0001425,CUST00063,PRD0023,Lindenmeyr Publications,1369,1869.54 USD,2559400.26,15.5,2023-01-03,2023-01-26,Processing,Broker,REP002,CUST-PO-10260,Deliver to dock B,0,
SO0001426,CUST00070,PRD0002,central national,496,1438.39,713441.44,3.6,2024-05-10,30/05/2024,Delivered,Broker,REP014,CUST-PO-17740,N/A,0,CRM
SO0001427,  CUST00046,PRD0009,North American Distribution,1913,702.03,1342983.39,7.5,2023-02-10,2023-02-25,Delivered,Inside Sales,REP034,CUST-PO-69861,TBC,0,CRM
SO0001428,CUST00035,PRD0009,Lindenmeyr Publications,1821,466.13,848822.73,10.9,2022-08-14,2022-08-23,Delivered,Agent,REP009,CUST-PO-67537,TBC,0,EDI
SO0001429,CUST00002,PRD0024,North American Distribution,63,1255.49,"$79,095.87",13.2,2022-08-27,07/09/2022,Delivered,E-Commerce,REP004,CUST-PO-48749,Deliver to dock B,Yes,CRM
SO0001430,CUST99969,PRD0028,North American Distribution,1773,694.5,1231348.5,0.4,2024-11-25,2024-12-21,Delivered,Direct Sales,REP024,CUST-PO-45164,,No,CRM
SO0001431,CUST00045,PRD0040,Lindenmeyr Publications,1084,627.76,680491.84,12.1,2024-06-17,16-Jul-2024,Delivered,Direct Sales,REP022,CUST-PO-36265,Requires lift gate,No,CRM
SO0001432,CUST00034,PRD0027,Central National,0,3032.34,0.0,10.0,2023-03-27,2023-03-19,Delivered,E-Commerce,REP011,CUST-PO-45483,,Yes,CRM
SO0001433,CUST00009,PRD0013,Lindenmeyr Publications,1361,1630.19,2218688.59,2.6,2022-09-09,2022-09-24,   delivered ,E-Commerce,REP037,CUST-PO-26372,Requires lift gate,0,SQL_Server_Sales
SO0001434,CUST00011,PRD0016,Lindenmeyr Publications,471,2609.39,1229022.69,5.2,2024-10-11,28-Sep-2024,Procesing,Agent,REP004,,Deliver to dock B,0,EDI
SO0001435,CUST00060,PRD0028,central national,0,"$1,990.22",0.0,15.0,07-27-2024,14-Jul-2024,Delivered,Agent,REP001,CUST-PO-22669,N/A,0,Web Portal
 SO0001436  ,CUST00049,PRD0016,NORTH AMERICAN DISTRIBUTION,1312,1524.84,2000590.08,11.9,2024-08-27,2024-09-12,Delivered,Inside Sales,REP018,,,0,CRM
SO0001437,CUST00021,PRD0004,Central National,1312,2961.85,3885947.2,18.9,2024-08-14,08-02-2024,Partially Shipped,Broker,REP023,CUST-PO-47353,Requires lift gate,0,SQL_Server_Sales
SO0001438,  CUST00025  ,PRD0038,Central National,1494,2593.7,"$3,874,987.80",10.8,2024-07-05,10 July 2024,Delivered,e-commerce,REP017,CUST-PO-43297,TBC,0,SQL_Server_Sales
SO0001439,CUST00065,PRD0028,North American Distribution,695,488.47,339486.65,,09 May 2024,17 May 2024,Delivered,Direct Sales,REP038,CUST-PO-85926,,0,EDI
SO0001440,CUST00037,PRD0023,Central National,1135,1340.33,1521274.55,17.4,2024-04-23,2024-05-21,Shipped,Inside Sales,REP038,CUST-PO-72305,,Yes,Web Portal
SO0001441,CUST00012,,Central National,1155,1353.77,1563604.35,13.6,2024-12-13,2025-01-05,Processing,Broker,REP007,CUST-PO-42340,,1,CRM
SO0001442,CUST00057,PRD0022,,1320,1236.53,1632219.6,8.3,2024-05-22,27 May 2024,Delivered,Inside Sales,REP014,CUST-PO-42031,Fragile - handle with care,0,CRM
SO0001443,CUST00048,PRD0022,Lindenmeyr Publications,501,1887.96,945867.96,15.3,2023-03-30,2023-04-04,Confirmed,E-Commerce,REP022,CUST-PO-11822,,0,EDI
SO0001444,CUST00015,PRD0013,central national,593,1259.75,747031.75,19.5,2022-11-21,2022-12-20,confirmed,Agent,REP029,CUST-PO-84021,,1,
SO0001445,CUST00012,PRD0013,Central National,1182,1397.83 USD,1652235.06,6.0,2024-03-08,2024-03-28,Delivered,Agent,REP025,CUST-PO-70328,Requires lift gate,1,EDI
SO0001446,CUST00014,PRD0037,Central National,1169,1873.05,2189595.45,19.0,21-Jan-2024,2024-01-30,Shipped,AGENT,REP008,CUST-PO-50190,TBC,0,EDI
SO0001447,CUST99620,PRD0032,North American Distribution,1608,1344.15 USD,2161393.2,17.6,2023-11-17,22-Nov-2023,Delivered,Direct Sales,REP035,CUST-PO-84223,Requires lift gate,0,Web Portal
SO0001448,CUST00011,PRD0036,Lindenmeyr Publications,1692,2670.85,4519078.2,2.3,2022-03-26,2022-04-07,confirmed,Direct Sales,REP032,CUST-PO-63018,,Yes,CRM
SO0001449,CUST99120,PRD0007,Central National,1108,2848.91,3156592.28,1.5,2022-06-02,09-Jun-2022,Shipped,,REP037,CUST-PO-55767,,0,CRM
  SO0001450  ,CUST00032,PRD0010,North American Distribution,130,1936.87,251793.1,8.8,2022-12-28,2023-01-15,Cancelled,Agent,REP007,CUST-PO-97709,,0,Web Portal
SO0001451,CUST00046,PRD0011,North American Distribution,1964,2983.94,5860458.16,7.1,2024-02-07,2024-01-28,Delivered,,REP026,,Deliver to dock B,0,SQL_Server_Sales
SO0001452,CUST00013,PRD0036,Central National,915,348.36,318749.4,17.6,2024-06-10,2024-06-16,Delivered,Direct Sales,REP030,CUST-PO-81428,,Yes,CRM
SO0001453,  CUST00051 ,PRD0027,North American Distribution,1348,1861.65,2509504.2,16.2,2024-09-26,2024-10-22,Delivered,E-Commerce,REP030,CUST-PO-14375,,0,CRM
SO0001454,CUST00022,PRD0037,North American Distribution,1205,799.99,963987.95,5.2,2022-02-14,2022-03-13,Delivered,Broker,REP039,CUST-PO-14535,,1,Web Portal
SO0001455,CUST00060,PRD0009,North American Distribution,1929,2016.72,3890252.88,1.0,08 March 2022,04-05-2022, Delivered,Inside Sales,REP012,CUST-PO-26496,,Yes,CRM
SO0001456,CUST00004,PRD0013,Central National,908,937.76,851486.08,0.1,05 September 2024,2024-09-08,Delivered,,REP035,CUST-PO-38217,,0,Web Portal
SO0001457,CUST00039,PRD0012,Central National,1518,116.55,176922.9,4.6,2022-12-22,01/14/23,Cancelled,Direct Sales,REP019,CUST-PO-93334,Deliver to dock B,0,CRM
SO0001458,CUST00029,PRD0020,Central National,449,"$2,431.46",1091725.54,,04-16-2022,2022-05-14,Delivered,E-Commerce,REP012,CUST-PO-60675,,0,EDI
SO0001459,CUST00017,PRD0011,Lindenmeyr Publications,721,1297.78,935699.38,5.1,2024-10-05,2024-10-14,Delivered,Agent,REP032,CUST-PO-69132,,0,CRM
SO0001460,CUST99054,PRD0038,North American Distribution,1044,273.01,285022.44,7.6,2023/09/08,2023-10-02,Shipped,Agent,REP009,CUST-PO-78063,,1,SQL_Server_Sales
SO0001461,   CUST00023  ,PRD0034,North American Distribution,853,1866.85,1592423.05,9.4,08/07/22,2022-08-21,On Hold,E-COMMERCE,REP002,CUST-PO-65035,,0,Web Portal
SO0001462,CUST99294,PRD0001,Lindenmeyr Publications,1656,114.37,189396.72,5.8,2022/06/03,14 June 2022,Delivered,E-Commerce,REP011,CUST-PO-60117,,0,SQL_Server_Sales
SO0001463,CUST00023,PRD0014,North American Distribution,1379,1417.14,1954236.06,2.4,2023-10-20,29/10/2023,Delivered,Direct Sales,REP011,CUST-PO-71723,Call before delivery,1,Web Portal
  SO0001464,CUST00011,PRD0008,Lindenmeyr Publications,961,0.0 USD,0.0,8.8,07-12-2023,28 July 2023,Delivered,DIRECT SALES,REP015,CUST-PO-59754,,0,Web Portal
SO0001465,CUST00062,PRD0021,Central National,1466,0.0,0.0,9.5,2023-07-29,2023-08-04,Delivered,Inside Sales,REP006,CUST-PO-52424,Requires lift gate,0,CRM
SO0001466,CUST00033,PRD0033,Central National,1246,639.68,797041.28,7.6,2023-04-28,2023-05-09,Delivered,Direct Sales,REP028,CUST-PO-65635,Fragile - handle with care,0,EDI
SO0001467,CUST00039,PRD0002,CENTRAL NATIONAL,1000,2969.17,2969170.0,14.6,2024-01-21,2024-01-31,Delivered,E-Commerce,REP024,CUST-PO-17926,Call before delivery,0,Web Portal
SO0001468,CUST00069,PRD0001,Lindenmeyr Publications,1756,744.42,1307201.52,17.5,2023-09-05,2023-09-23,Delivered,Agent,REP038,CUST-PO-14630,Deliver to dock B,TRUE,SQL_Server_Sales
SO0001469,CUST00043,PRD0036,Central National,440,2519.19,1108443.6,14.9,2022-04-03,29/04/2022,Delivered,Direct Sales,REP031,CUST-PO-49722,,0,Web Portal
SO0001470,CUST00040,PRD0018,Central National,1825,2855.41,5211123.25 USD,13.2,2022-12-07,12/21/22,Deliverd,Inside Sales,REP021,CUST-PO-59262,,0,Web Portal
SO0001471,CUST00058,PRD0006,,1479,86.71,128244.09,19.5,02-14-2024,05/02/2024,Partially Shipped,Inside Sales,,CUST-PO-33418,Requires lift gate,0,EDI
SO0001472,CUST00025,PRD0017,Central National,52,320.0,16640.0,18.8,2022/05/26,2022-06-23,Shipped,Broker,REP032,CUST-PO-80805,,1,EDI
SO0001473,CUST00067,PRD0010,Lindenmeyr Publications,138,337.48,46572.24,18.1,05 October 2024,2024-10-14,Shipped,Agent,REP033,CUST-PO-17321,Requires lift gate,0,Web Portal
SO0001474,CUST00002,PRD0014,Lindenmeyr Publications,1155,1606.68,1855715.4,4.1,2023-08-20,2023-08-14,Partially Shipped,,REP008,CUST-PO-36887,Requires lift gate,0,Web Portal
SO0001475,CUST00027,PRD0028,Lindenmeyr Publications,1206,1712.33,2065069.98,5.4,10/04/2022,2022-05-02,Delivered,AGENT,REP004,CUST-PO-70236,,0,EDI
SO0001476,CUST00005,PRD0009,Lindenmeyr Publications,587,2625.95,1541432.65,1.4,2024-09-11,2024-10-05,Delivered,Inside Sales,REP023,CUST-PO-65799,,0,Web Portal
SO0001477,CUST00014,PRD0017,Central National,1219,1101.93,1343252.67,1.3,2023-12-30,2024/01/23,Delivered,,REP025,CUST-PO-61004,,0,SQL_Server_Sales
SO0001478,CUST00040,PRD0018,Central National,889,2047.14,1819907.46,11.8,2023-06-20,2023-07-05,Confirmed,Broker,,CUST-PO-84048,,1,Web Portal
SO0001479,CUST00070,PRD0030,LINDENMEYR PUBLICATIONS,1725,2539.49,4380620.25,10.9,2022-12-12,25/12/2022,Delivered,,REP028,,Call before delivery,0,CRM
SO0001480,CUST00055,PRD0019,North American Distribution,356,1556.55,554131.8,13.0,2023-11-07,2023-11-18,delivered,direct sales,REP037,CUST-PO-50593,Requires lift gate,Yes,SQL_Server_Sales
SO0001481,CUST00032,PRD0026,Central National,921,702.41,646919.61,12.4,03/19/24,2024-03-31,Delivered,Agent,REP034,CUST-PO-61527,Requires lift gate,0,EDI
SO0001482,CUST00001,PRD0016,NORTH AMERICAN DISTRIBUTION,433,$4.70,2035.1,12.0,31/10/2022,2022-11-04, On Hold ,E-Commerce,REP037,CUST-PO-53655,,0,EDI
SO0001483,CUST00040,PRD0006,Lindenmeyr Publications,1237,2753.84,3406500.08,9.3,2024-08-21,2024-09-06,  Delivered,Broker,REP021,CUST-PO-55315,Deliver to dock B,TRUE,EDI
SO0001484,  CUST00006 ,PRD0014,NORTH AMERICAN DISTRIBUTION,1857,2742.67,5093138.19,17.6,2024-10-29,2024-11-08,Delivered,Inside Sales,REP003,CUST-PO-92532,,0,
SO0001485,CUST00019,PRD0018,North American Distribution,1973,877.44,1731189.12,17.5,10/03/2024,2024-03-29,Delivered,Broker,REP036,CUST-PO-91914,Requires lift gate,0,Web Portal
SO0001486,CUST00022,PRD0033,Lindenmeyr Publications,948,311.28,295093.44,4.1,30/03/2022,04/25/22,Processing,Agent,REP039,CUST-PO-66614,Requires lift gate,0,SQL_Server_Sales
SO0001487,CUST00004,PRD0037,Lindenmeyr Publications,265,1049.89,278220.85,17.3,2024-10-20,2024-11-06,On Hold,Agent,REP040,CUST-PO-47969,,0,Web Portal
SO0001488,CUST00008,PRD0038,Central National,1064,1720.98,1831122.72,6.2,2024/01/21,02/18/24,Delivered,Direct Sales,,CUST-PO-73956,,0,CRM
SO0001489,CUST00029,PRD0019,Central National,1127,1635.13,1842791.51,0.7,2024-07-28,2024-08-09,Delivered,broker,REP037,,,1,CRM
SO0001490,CUST00063,PRD0021,North American Distribution,1456,930.92,1355419.52,5.8,2023-01-17,13-Feb-2023,Delivered,Direct Sales,REP005,CUST-PO-72995,N/A,0,SQL_Server_Sales
SO0001491,CUST00003,PRD0036,North American Distribution,1444,2847.2,4111356.8,16.6,2022-01-30,2022-02-11,Delivered,Agent,REP010,CUST-PO-67260,,0,EDI
SO0001492,CUST00028,PRD0036,Lindenmeyr Publications,1058,"$3,031.07",3206872.06,18.6,2024-09-23,10/17/24,Delivered,DIRECT SALES,REP015,CUST-PO-34874,,0,CRM
SO0001493,  CUST00032  ,PRD0023,North American Distribution,1950,2809.14,5477823.0,4.4,2023-10-27,2023-11-10,Delivered,E-Commerce,REP010,CUST-PO-77254,,0,CRM
SO0001494,CUST00021,PRD0002,,1084,2072.47,2246557.48,11.4,25-Mar-2022,2022-04-20,  Processing,Direct Sales,REP028,,,1,EDI
SO0001495,CUST00059,PRD0004,LINDENMEYR PUBLICATIONS,1409,1184.94,1669580.46,15.5,2022-01-04,2022-01-29,Delivered,Broker,REP013,CUST-PO-45153,,1,SQL_Server_Sales
SO0001496,CUST00060,PRD0017,Lindenmeyr Publications,12,645.36,7744.32 USD,15.0,2022-09-07,2022-09-14,Procesing,Agent,REP039,CUST-PO-52437,Fragile - handle with care,0,SQL_Server_Sales
SO0001497,CUST00017,PRD0032,Lindenmeyr Publications,233,2952.4,687909.2,15.9,2022-04-10,04-27-2022,Delivered,Agent,REP029,,Fragile - handle with care,1,SQL_Server_Sales
